,fecha,humedad,precipitacion,temperatura
466,2024-04-11,71.0,0.0,17.9
467,2024-04-12,69.0,0.0,20.16
468,2024-04-13,69.0,0.0,20.84
469,2024-04-14,66.0,0.0,20.33
470,2024-04-15,60.0,0.0,17.03
471,2024-04-16,60.0,0.0,14.26
472,2024-04-17,61.0,0.0,14.13
473,2024-04-18,58.0,0.0,15.61
474,2024-04-19,59.0,0.0,17.31
475,2024-04-20,58.0,0.0,17.57
476,2024-04-21,59.0,0.0,16.72
477,2024-04-22,50.0,0.0,14.6
478,2024-04-23,52.0,0.0,12.76
479,2024-04-24,59.0,0.0,13.2
480,2024-04-25,68.0,1.0,12.74
481,2024-04-26,87.0,15.2,11.23
482,2024-04-27,87.0,5.6,8.86
483,2024-04-28,77.0,1.4,10.57
484,2024-04-29,67.0,0.0,11.2
485,2024-04-30,81.0,7.4,11.37
486,2024-05-01,83.0,4.2,9.02
487,2024-05-02,79.0,4.6,10.24
488,2024-05-03,90.0,3.0,12.06
489,2024-05-04,79.0,4.4,15.82
490,2024-05-05,90.0,21.0,14.53
491,2024-05-06,79.0,0.0,12.18
492,2024-05-07,69.0,0.0,14.96
493,2024-05-08,63.0,0.0,18.64
494,2024-05-09,68.0,0.0,18.49
495,2024-05-10,66.0,2.6,19.1
496,2024-05-11,67.0,0.8,19.73
497,2024-05-12,72.0,0.0,16.15
498,2024-05-13,80.0,3.0,14.74
499,2024-05-14,73.0,1.2,13.09
500,2024-05-15,82.0,6.8,11.28
501,2024-05-16,82.0,7.4,12.28
502,2024-05-17,88.0,1.6,12.84
503,2024-05-18,89.0,5.8,13.39
504,2024-05-19,87.0,4.6,12.71
505,2024-05-20,81.0,1.4,13.53
506,2024-05-21,77.0,1.2,14.37
507,2024-05-22,70.0,0.0,14.73
508,2024-05-23,69.0,0.0,14.23
509,2024-05-24,64.0,0.0,17.48
510,2024-05-25,76.0,1.8,16.41
511,2024-05-26,67.0,0.0,17.33
512,2024-05-27,64.0,0.0,16.84
513,2024-05-28,62.0,0.0,19.7
514,2024-05-29,61.0,0.0,20.73
515,2024-05-30,67.0,0.0,20.57
516,2024-05-31,58.0,0.0,18.55
517,2024-06-01,54.0,0.0,19.45
518,2024-06-02,59.0,0.0,19.8
519,2024-06-03,55.0,0.0,22.22
520,2024-06-04,61.0,0.0,22.45
521,2024-06-05,67.0,0.0,21.16
522,2024-06-06,61.0,0.0,22.75
523,2024-06-07,71.0,1.8,22.16
524,2024-06-08,80.0,2.0,18.64
525,2024-06-09,66.0,0.0,17.78
526,2024-06-10,56.0,0.0,18.63
527,2024-06-11,62.0,0.0,17.04
528,2024-06-12,56.0,0.0,18.0
529,2024-06-13,66.0,0.4,17.26
530,2024-06-14,61.0,0.0,18.81
531,2024-06-15,59.0,0.0,16.76
532,2024-06-16,68.0,0.0,17.93
533,2024-06-17,85.0,12.0,17.84
534,2024-06-18,79.0,6.2,17.7
535,2024-06-19,79.0,4.2,16.08
536,2024-06-20,74.0,2.2,16.75
537,2024-06-21,68.0,0.0,17.51
538,2024-06-22,66.0,0.0,19.33
539,2024-06-23,68.0,0.0,22.73
540,2024-06-24,63.0,0.0,25.64
541,2024-06-25,71.0,0.0,23.29
542,2024-06-26,73.0,2.2,23.47
543,2024-06-27,67.0,0.0,23.49
544,2024-06-28,65.0,0.0,22.48
545,2024-06-29,62.0,0.0,21.07
546,2024-06-30,72.0,15.8,20.55
547,2024-07-01,71.0,0.0,20.21
548,2024-07-02,58.0,0.0,22.82
549,2024-07-03,58.0,0.0,22.0
550,2024-07-04,54.0,0.0,24.55
551,2024-07-05,62.0,0.0,23.99
552,2024-07-06,63.0,0.0,18.83
553,2024-07-07,58.0,0.0,18.26
554,2024-07-08,61.0,2.0,20.31
555,2024-07-09,93.0,7.4,19.08
556,2024-07-10,75.0,0.0,23.13
557,2024-07-11,59.0,0.0,23.91
558,2024-07-12,56.0,0.0,21.13
559,2024-07-13,54.0,0.0,20.8
560,2024-07-14,57.0,1.6,21.64
561,2024-07-15,67.0,1.8,20.09
562,2024-07-16,60.0,0.0,21.35
563,2024-07-17,61.0,0.0,23.26
564,2024-07-18,62.0,0.0,24.21
565,2024-07-19,60.0,0.0,24.54
566,2024-07-20,72.0,0.4,21.46
567,2024-07-21,61.0,0.0,19.91
568,2024-07-22,51.0,0.0,25.04
569,2024-07-23,52.0,0.0,28.34
570,2024-07-24,62.0,0.0,26.67
571,2024-07-25,60.0,0.0,25.3
572,2024-07-26,56.0,0.0,26.07
573,2024-07-27,58.0,0.0,25.24
574,2024-07-28,57.0,0.0,28.02
575,2024-07-29,67.0,3.2,26.28
576,2024-07-30,53.0,0.0,28.05
577,2024-07-31,60.0,0.0,25.95
578,2024-08-01,68.0,0.0,23.34
579,2024-08-02,58.0,0.0,24.35
580,2024-08-03,54.0,0.0,24.62
581,2024-08-04,52.0,0.0,25.3
582,2024-08-05,62.0,0.0,24.86
583,2024-08-06,67.0,0.0,23.57
584,2024-08-07,60.0,0.0,24.49
