Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Santiago-EOAS";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"06/02/2024";"Temperatura media  atura a 1.5m";"9.24";"1";"ºC"
"07/02/2024";"Lluvia";"6.9";"1";"L/m2"
"07/02/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"07/02/2024";"Temperatura media  atura a 1.5m";"13.65";"1";"ºC"
"08/02/2024";"Lluvia";"68.8";"1";"L/m2"
"08/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"08/02/2024";"Temperatura media  atura a 1.5m";"12.65";"1";"ºC"
"09/02/2024";"Lluvia";"61.7";"1";"L/m2"
"09/02/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"09/02/2024";"Temperatura media  atura a 1.5m";"10.52";"1";"ºC"
"10/02/2024";"Lluvia";"5.2";"1";"L/m2"
"10/02/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"10/02/2024";"Temperatura media  atura a 1.5m";"7.09";"1";"ºC"
"11/02/2024";"Lluvia";"5.0";"1";"L/m2"
"11/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"11/02/2024";"Temperatura media  atura a 1.5m";"8.86";"1";"ºC"
"12/02/2024";"Lluvia";"1.0";"1";"L/m2"
"12/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"12/02/2024";"Temperatura media  atura a 1.5m";"11.57";"1";"ºC"
"13/02/2024";"Lluvia";"3.1";"1";"L/m2"
"13/02/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"13/02/2024";"Temperatura media  atura a 1.5m";"13.45";"1";"ºC"
"14/02/2024";"Lluvia";"3.4";"1";"L/m2"
"14/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"14/02/2024";"Temperatura media  atura a 1.5m";"16.74";"1";"ºC"
"15/02/2024";"Lluvia";"18.5";"1";"L/m2"
"15/02/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"15/02/2024";"Temperatura media  atura a 1.5m";"13.19";"1";"ºC"
"16/02/2024";"Lluvia";"0.0";"1";"L/m2"
"16/02/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"16/02/2024";"Temperatura media  atura a 1.5m";"11.38";"1";"ºC"
"17/02/2024";"Lluvia";"0.0";"1";"L/m2"
"17/02/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"17/02/2024";"Temperatura media  atura a 1.5m";"11.46";"1";"ºC"
"18/02/2024";"Lluvia";"0.0";"1";"L/m2"
"18/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"18/02/2024";"Temperatura media  atura a 1.5m";"12.76";"1";"ºC"
"19/02/2024";"Lluvia";"0.0";"1";"L/m2"
"19/02/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"19/02/2024";"Temperatura media  atura a 1.5m";"14.15";"1";"ºC"
"20/02/2024";"Lluvia";"0.0";"1";"L/m2"
"20/02/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"20/02/2024";"Temperatura media  atura a 1.5m";"12.54";"1";"ºC"
"21/02/2024";"Lluvia";"3.1";"1";"L/m2"
"21/02/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"21/02/2024";"Temperatura media  atura a 1.5m";"11.89";"1";"ºC"
"22/02/2024";"Lluvia";"26.5";"1";"L/m2"
"22/02/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"22/02/2024";"Temperatura media  atura a 1.5m";"10.28";"1";"ºC"
"23/02/2024";"Lluvia";"15.6";"1";"L/m2"
"23/02/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"23/02/2024";"Temperatura media  atura a 1.5m";"6.44";"1";"ºC"
"24/02/2024";"Lluvia";"17.3";"1";"L/m2"
"24/02/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"24/02/2024";"Temperatura media  atura a 1.5m";"8.14";"1";"ºC"
"25/02/2024";"Lluvia";"35.5";"1";"L/m2"
"25/02/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"25/02/2024";"Temperatura media  atura a 1.5m";"11.42";"1";"ºC"
"26/02/2024";"Lluvia";"11.3";"1";"L/m2"
"26/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"26/02/2024";"Temperatura media  atura a 1.5m";"7.22";"1";"ºC"
"27/02/2024";"Lluvia";"0.4";"1";"L/m2"
"27/02/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"27/02/2024";"Temperatura media  atura a 1.5m";"7.99";"1";"ºC"
"28/02/2024";"Lluvia";"0.0";"1";"L/m2"
"28/02/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"28/02/2024";"Temperatura media  atura a 1.5m";"10.06";"1";"ºC"
"29/02/2024";"Lluvia";"6.0";"1";"L/m2"
"29/02/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"29/02/2024";"Temperatura media  atura a 1.5m";"8.37";"1";"ºC"
"01/03/2024";"Lluvia";"21.0";"1";"L/m2"
"01/03/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"01/03/2024";"Temperatura media  atura a 1.5m";"8.65";"1";"ºC"
"02/03/2024";"Lluvia";"15.9";"1";"L/m2"
"02/03/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"02/03/2024";"Temperatura media  atura a 1.5m";"6.94";"1";"ºC"
"03/03/2024";"Lluvia";"6.2";"1";"L/m2"
"03/03/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"03/03/2024";"Temperatura media  atura a 1.5m";"6.90";"1";"ºC"
"04/03/2024";"Lluvia";"18.0";"1";"L/m2"
"04/03/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"04/03/2024";"Temperatura media  atura a 1.5m";"9.18";"1";"ºC"
"05/03/2024";"Lluvia";"0.3";"1";"L/m2"
"05/03/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"05/03/2024";"Temperatura media  atura a 1.5m";"8.18";"1";"ºC"
"06/03/2024";"Lluvia";"0.0";"1";"L/m2"
"06/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"06/03/2024";"Temperatura media  atura a 1.5m";"10.39";"1";"ºC"
"07/03/2024";"Lluvia";"12.4";"1";"L/m2"
"07/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"07/03/2024";"Temperatura media  atura a 1.5m";"8.65";"1";"ºC"
"08/03/2024";"Lluvia";"31.9";"1";"L/m2"
"08/03/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"08/03/2024";"Temperatura media  atura a 1.5m";"7.52";"1";"ºC"
"09/03/2024";"Lluvia";"17.3";"1";"L/m2"
"09/03/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"09/03/2024";"Temperatura media  atura a 1.5m";"6.75";"1";"ºC"
"10/03/2024";"Lluvia";"11.0";"1";"L/m2"
"10/03/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"10/03/2024";"Temperatura media  atura a 1.5m";"8.96";"1";"ºC"
"11/03/2024";"Lluvia";"0.8";"1";"L/m2"
"11/03/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"11/03/2024";"Temperatura media  atura a 1.5m";"9.56";"1";"ºC"
"12/03/2024";"Lluvia";"0.0";"1";"L/m2"
"12/03/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"12/03/2024";"Temperatura media  atura a 1.5m";"11.94";"1";"ºC"
"13/03/2024";"Lluvia";"0.0";"1";"L/m2"
"13/03/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"13/03/2024";"Temperatura media  atura a 1.5m";"12.05";"1";"ºC"
"14/03/2024";"Lluvia";"11.1";"1";"L/m2"
"14/03/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"14/03/2024";"Temperatura media  atura a 1.5m";"12.45";"1";"ºC"
"15/03/2024";"Lluvia";"0.0";"1";"L/m2"
"15/03/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"15/03/2024";"Temperatura media  atura a 1.5m";"12.90";"1";"ºC"
"16/03/2024";"Lluvia";"6.1";"1";"L/m2"
"16/03/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"16/03/2024";"Temperatura media  atura a 1.5m";"12.80";"1";"ºC"
"17/03/2024";"Lluvia";"11.3";"1";"L/m2"
"17/03/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"17/03/2024";"Temperatura media  atura a 1.5m";"13.76";"1";"ºC"
"18/03/2024";"Lluvia";"0.0";"1";"L/m2"
"18/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"18/03/2024";"Temperatura media  atura a 1.5m";"14.53";"1";"ºC"
"19/03/2024";"Lluvia";"0.0";"1";"L/m2"
"19/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"19/03/2024";"Temperatura media  atura a 1.5m";"12.65";"1";"ºC"
"20/03/2024";"Lluvia";"0.3";"1";"L/m2"
"20/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"20/03/2024";"Temperatura media  atura a 1.5m";"9.85";"1";"ºC"
"21/03/2024";"Lluvia";"0.0";"1";"L/m2"
"21/03/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"21/03/2024";"Temperatura media  atura a 1.5m";"15.95";"1";"ºC"
"22/03/2024";"Lluvia";"0.0";"1";"L/m2"
"22/03/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"22/03/2024";"Temperatura media  atura a 1.5m";"15.19";"1";"ºC"
"23/03/2024";"Lluvia";"0.0";"1";"L/m2"
"23/03/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"23/03/2024";"Temperatura media  atura a 1.5m";"12.66";"1";"ºC"
"24/03/2024";"Lluvia";"0.0";"1";"L/m2"
"24/03/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"24/03/2024";"Temperatura media  atura a 1.5m";"11.39";"1";"ºC"
"25/03/2024";"Lluvia";"2.8";"1";"L/m2"
"25/03/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"25/03/2024";"Temperatura media  atura a 1.5m";"7.24";"1";"ºC"
"26/03/2024";"Lluvia";"14.0";"1";"L/m2"
"26/03/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"26/03/2024";"Temperatura media  atura a 1.5m";"5.27";"1";"ºC"
"27/03/2024";"Lluvia";"24.3";"1";"L/m2"
"27/03/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"27/03/2024";"Temperatura media  atura a 1.5m";"7.19";"1";"ºC"
"28/03/2024";"Lluvia";"20.6";"1";"L/m2"
"28/03/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"28/03/2024";"Temperatura media  atura a 1.5m";"6.82";"1";"ºC"
"29/03/2024";"Lluvia";"7.3";"1";"L/m2"
"29/03/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"29/03/2024";"Temperatura media  atura a 1.5m";"8.06";"1";"ºC"
"30/03/2024";"Lluvia";"15.9";"1";"L/m2"
"30/03/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"30/03/2024";"Temperatura media  atura a 1.5m";"6.65";"1";"ºC"
"31/03/2024";"Lluvia";"8.4";"1";"L/m2"
"31/03/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"31/03/2024";"Temperatura media  atura a 1.5m";"7.12";"1";"ºC"
"01/04/2024";"Lluvia";"10.1";"1";"L/m2"
"01/04/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"01/04/2024";"Temperatura media  atura a 1.5m";"9.53";"1";"ºC"
"02/04/2024";"Lluvia";"19.2";"1";"L/m2"
"02/04/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"02/04/2024";"Temperatura media  atura a 1.5m";"11.91";"1";"ºC"
"03/04/2024";"Lluvia";"8.7";"1";"L/m2"
"03/04/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"03/04/2024";"Temperatura media  atura a 1.5m";"13.24";"1";"ºC"
"04/04/2024";"Lluvia";"5.5";"1";"L/m2"
"04/04/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"04/04/2024";"Temperatura media  atura a 1.5m";"13.56";"1";"ºC"
"05/04/2024";"Lluvia";"14.7";"1";"L/m2"
"05/04/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"05/04/2024";"Temperatura media  atura a 1.5m";"17.49";"1";"ºC"
"06/04/2024";"Lluvia";"11.2";"1";"L/m2"
"06/04/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"06/04/2024";"Temperatura media  atura a 1.5m";"12.99";"1";"ºC"
"07/04/2024";"Lluvia";"1.1";"1";"L/m2"
"07/04/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"07/04/2024";"Temperatura media  atura a 1.5m";"12.75";"1";"ºC"
"08/04/2024";"Lluvia";"20.7";"1";"L/m2"
"08/04/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"08/04/2024";"Temperatura media  atura a 1.5m";"9.53";"1";"ºC"
"09/04/2024";"Lluvia";"0.0";"1";"L/m2"
"09/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"09/04/2024";"Temperatura media  atura a 1.5m";"9.57";"1";"ºC"
"10/04/2024";"Lluvia";"0.0";"1";"L/m2"
"10/04/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"10/04/2024";"Temperatura media  atura a 1.5m";"13.52";"1";"ºC"
"11/04/2024";"Lluvia";"0.0";"1";"L/m2"
"11/04/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"11/04/2024";"Temperatura media  atura a 1.5m";"18.16";"1";"ºC"
"12/04/2024";"Lluvia";"0.0";"1";"L/m2"
"12/04/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"12/04/2024";"Temperatura media  atura a 1.5m";"20.23";"1";"ºC"
"13/04/2024";"Lluvia";"0.0";"1";"L/m2"
"13/04/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"13/04/2024";"Temperatura media  atura a 1.5m";"20.10";"1";"ºC"
"14/04/2024";"Lluvia";"0.0";"1";"L/m2"
"14/04/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"14/04/2024";"Temperatura media  atura a 1.5m";"18.32";"1";"ºC"
"15/04/2024";"Lluvia";"0.0";"1";"L/m2"
"15/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"15/04/2024";"Temperatura media  atura a 1.5m";"13.28";"1";"ºC"
"16/04/2024";"Lluvia";"0.0";"1";"L/m2"
"16/04/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"16/04/2024";"Temperatura media  atura a 1.5m";"12.33";"1";"ºC"
"17/04/2024";"Lluvia";"0.0";"1";"L/m2"
"17/04/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"17/04/2024";"Temperatura media  atura a 1.5m";"12.60";"1";"ºC"
"18/04/2024";"Lluvia";"0.0";"1";"L/m2"
"18/04/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"18/04/2024";"Temperatura media  atura a 1.5m";"13.51";"1";"ºC"
"19/04/2024";"Lluvia";"0.0";"1";"L/m2"
"19/04/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"19/04/2024";"Temperatura media  atura a 1.5m";"17.08";"1";"ºC"
"20/04/2024";"Lluvia";"0.0";"1";"L/m2"
"20/04/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"20/04/2024";"Temperatura media  atura a 1.5m";"16.49";"1";"ºC"
"21/04/2024";"Lluvia";"0.0";"1";"L/m2"
"21/04/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"21/04/2024";"Temperatura media  atura a 1.5m";"15.67";"1";"ºC"
"22/04/2024";"Lluvia";"0.0";"1";"L/m2"
"22/04/2024";"Humedad relativa media a 1.5m";"48";"1";"%"
"22/04/2024";"Temperatura media  atura a 1.5m";"12.99";"1";"ºC"
"23/04/2024";"Lluvia";"0.0";"1";"L/m2"
"23/04/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"23/04/2024";"Temperatura media  atura a 1.5m";"11.33";"1";"ºC"
"24/04/2024";"Lluvia";"0.0";"1";"L/m2"
"24/04/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"24/04/2024";"Temperatura media  atura a 1.5m";"10.88";"1";"ºC"
"25/04/2024";"Lluvia";"9.3";"1";"L/m2"
"25/04/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"25/04/2024";"Temperatura media  atura a 1.5m";"10.99";"1";"ºC"
"26/04/2024";"Lluvia";"23.1";"1";"L/m2"
"26/04/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"26/04/2024";"Temperatura media  atura a 1.5m";"9.54";"1";"ºC"
"27/04/2024";"Lluvia";"20.8";"1";"L/m2"
"27/04/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"27/04/2024";"Temperatura media  atura a 1.5m";"8.41";"1";"ºC"
"28/04/2024";"Lluvia";"2.1";"1";"L/m2"
"28/04/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"28/04/2024";"Temperatura media  atura a 1.5m";"9.01";"1";"ºC"
"29/04/2024";"Lluvia";"0.0";"1";"L/m2"
"29/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"29/04/2024";"Temperatura media  atura a 1.5m";"9.91";"1";"ºC"
"30/04/2024";"Lluvia";"16.4";"1";"L/m2"
"30/04/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"30/04/2024";"Temperatura media  atura a 1.5m";"10.12";"1";"ºC"
"01/05/2024";"Lluvia";"6.1";"1";"L/m2"
"01/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"01/05/2024";"Temperatura media  atura a 1.5m";"8.31";"1";"ºC"
"02/05/2024";"Lluvia";"15.3";"1";"L/m2"
"02/05/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"02/05/2024";"Temperatura media  atura a 1.5m";"8.90";"1";"ºC"
"03/05/2024";"Lluvia";"44.4";"1";"L/m2"
"03/05/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"03/05/2024";"Temperatura media  atura a 1.5m";"12.01";"1";"ºC"
"04/05/2024";"Lluvia";"44.0";"1";"L/m2"
"04/05/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"04/05/2024";"Temperatura media  atura a 1.5m";"13.78";"1";"ºC"
"05/05/2024";"Lluvia";"23.2";"1";"L/m2"
"05/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"05/05/2024";"Temperatura media  atura a 1.5m";"12.46";"1";"ºC"
"06/05/2024";"Lluvia";"0.0";"1";"L/m2"
"06/05/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"06/05/2024";"Temperatura media  atura a 1.5m";"10.88";"1";"ºC"
"07/05/2024";"Lluvia";"0.0";"1";"L/m2"
"07/05/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"07/05/2024";"Temperatura media  atura a 1.5m";"14.21";"1";"ºC"
"08/05/2024";"Lluvia";"0.0";"1";"L/m2"
"08/05/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"08/05/2024";"Temperatura media  atura a 1.5m";"18.46";"1";"ºC"
"09/05/2024";"Lluvia";"0.0";"1";"L/m2"
"09/05/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"09/05/2024";"Temperatura media  atura a 1.5m";"18.83";"1";"ºC"
"10/05/2024";"Lluvia";"0.0";"1";"L/m2"
"10/05/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"10/05/2024";"Temperatura media  atura a 1.5m";"20.24";"1";"ºC"
"11/05/2024";"Lluvia";"0.0";"1";"L/m2"
"11/05/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"11/05/2024";"Temperatura media  atura a 1.5m";"16.78";"1";"ºC"
"12/05/2024";"Lluvia";"0.0";"1";"L/m2"
"12/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"12/05/2024";"Temperatura media  atura a 1.5m";"14.91";"1";"ºC"
"13/05/2024";"Lluvia";"15.5";"1";"L/m2"
"13/05/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"13/05/2024";"Temperatura media  atura a 1.5m";"13.09";"1";"ºC"
"14/05/2024";"Lluvia";"5.3";"1";"L/m2"
"14/05/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"14/05/2024";"Temperatura media  atura a 1.5m";"11.03";"1";"ºC"
"15/05/2024";"Lluvia";"1.7";"1";"L/m2"
"15/05/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"15/05/2024";"Temperatura media  atura a 1.5m";"10.53";"1";"ºC"
"16/05/2024";"Lluvia";"4.5";"1";"L/m2"
"16/05/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"16/05/2024";"Temperatura media  atura a 1.5m";"10.64";"1";"ºC"
"17/05/2024";"Lluvia";"9.8";"1";"L/m2"
"17/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"17/05/2024";"Temperatura media  atura a 1.5m";"11.85";"1";"ºC"
"18/05/2024";"Lluvia";"9.5";"1";"L/m2"
"18/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"18/05/2024";"Temperatura media  atura a 1.5m";"12.72";"1";"ºC"
"19/05/2024";"Lluvia";"1.2";"1";"L/m2"
"19/05/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"19/05/2024";"Temperatura media  atura a 1.5m";"12.23";"1";"ºC"
"20/05/2024";"Lluvia";"1.0";"1";"L/m2"
"20/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"20/05/2024";"Temperatura media  atura a 1.5m";"12.52";"1";"ºC"
"21/05/2024";"Lluvia";"4.1";"1";"L/m2"
"21/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"21/05/2024";"Temperatura media  atura a 1.5m";"12.65";"1";"ºC"
"22/05/2024";"Lluvia";"1.4";"1";"L/m2"
"22/05/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"22/05/2024";"Temperatura media  atura a 1.5m";"12.66";"1";"ºC"
"23/05/2024";"Lluvia";"0.6";"1";"L/m2"
"23/05/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"23/05/2024";"Temperatura media  atura a 1.5m";"11.61";"1";"ºC"
"24/05/2024";"Lluvia";"0.0";"1";"L/m2"
"24/05/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"24/05/2024";"Temperatura media  atura a 1.5m";"15.33";"1";"ºC"
"25/05/2024";"Lluvia";"3.5";"1";"L/m2"
"25/05/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"25/05/2024";"Temperatura media  atura a 1.5m";"13.09";"1";"ºC"
"26/05/2024";"Lluvia";"0.0";"1";"L/m2"
"26/05/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"26/05/2024";"Temperatura media  atura a 1.5m";"13.09";"1";"ºC"
"27/05/2024";"Lluvia";"0.0";"1";"L/m2"
"27/05/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"27/05/2024";"Temperatura media  atura a 1.5m";"13.27";"1";"ºC"
"28/05/2024";"Lluvia";"0.0";"1";"L/m2"
"28/05/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"28/05/2024";"Temperatura media  atura a 1.5m";"16.33";"1";"ºC"
"29/05/2024";"Lluvia";"0.0";"1";"L/m2"
"29/05/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"29/05/2024";"Temperatura media  atura a 1.5m";"17.59";"1";"ºC"
"30/05/2024";"Lluvia";"0.0";"1";"L/m2"
"30/05/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"30/05/2024";"Temperatura media  atura a 1.5m";"16.61";"1";"ºC"
"31/05/2024";"Lluvia";"0.0";"1";"L/m2"
"31/05/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"31/05/2024";"Temperatura media  atura a 1.5m";"16.01";"1";"ºC"
"01/06/2024";"Lluvia";"0.0";"1";"L/m2"
"01/06/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"01/06/2024";"Temperatura media  atura a 1.5m";"16.98";"1";"ºC"
"02/06/2024";"Lluvia";"0.0";"1";"L/m2"
"02/06/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"02/06/2024";"Temperatura media  atura a 1.5m";"17.52";"1";"ºC"
"03/06/2024";"Lluvia";"0.0";"1";"L/m2"
"03/06/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"03/06/2024";"Temperatura media  atura a 1.5m";"19.71";"1";"ºC"
"04/06/2024";"Lluvia";"0.0";"1";"L/m2"
"04/06/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"04/06/2024";"Temperatura media  atura a 1.5m";"19.71";"1";"ºC"
"05/06/2024";"Lluvia";"0.0";"1";"L/m2"
"05/06/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"05/06/2024";"Temperatura media  atura a 1.5m";"16.45";"1";"ºC"
"06/06/2024";"Lluvia";"0.0";"1";"L/m2"
"06/06/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"06/06/2024";"Temperatura media  atura a 1.5m";"18.50";"1";"ºC"
"07/06/2024";"Lluvia";"0.5";"1";"L/m2"
"07/06/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"07/06/2024";"Temperatura media  atura a 1.5m";"20.60";"1";"ºC"
"08/06/2024";"Lluvia";"2.1";"1";"L/m2"
"08/06/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"08/06/2024";"Temperatura media  atura a 1.5m";"15.80";"1";"ºC"
"09/06/2024";"Lluvia";"0.0";"1";"L/m2"
"09/06/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"09/06/2024";"Temperatura media  atura a 1.5m";"15.09";"1";"ºC"
"10/06/2024";"Lluvia";"0.0";"1";"L/m2"
"10/06/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"10/06/2024";"Temperatura media  atura a 1.5m";"15.19";"1";"ºC"
"11/06/2024";"Lluvia";"0.0";"1";"L/m2"
"11/06/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"11/06/2024";"Temperatura media  atura a 1.5m";"14.95";"1";"ºC"
"12/06/2024";"Lluvia";"0.0";"1";"L/m2"
"12/06/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"12/06/2024";"Temperatura media  atura a 1.5m";"14.90";"1";"ºC"
"13/06/2024";"Lluvia";"1.6";"1";"L/m2"
"13/06/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"13/06/2024";"Temperatura media  atura a 1.5m";"13.81";"1";"ºC"
"14/06/2024";"Lluvia";"2.7";"1";"L/m2"
"14/06/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"14/06/2024";"Temperatura media  atura a 1.5m";"15.26";"1";"ºC"
"15/06/2024";"Lluvia";"0.0";"1";"L/m2"
"15/06/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"15/06/2024";"Temperatura media  atura a 1.5m";"14.41";"1";"ºC"
"16/06/2024";"Lluvia";"11.0";"1";"L/m2"
"16/06/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"16/06/2024";"Temperatura media  atura a 1.5m";"15.15";"1";"ºC"
"17/06/2024";"Lluvia";"19.0";"1";"L/m2"
"17/06/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"17/06/2024";"Temperatura media  atura a 1.5m";"15.88";"1";"ºC"
"18/06/2024";"Lluvia";"2.9";"1";"L/m2"
"18/06/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"18/06/2024";"Temperatura media  atura a 1.5m";"15.28";"1";"ºC"
"19/06/2024";"Lluvia";"2.7";"1";"L/m2"
"19/06/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"19/06/2024";"Temperatura media  atura a 1.5m";"14.20";"1";"ºC"
"20/06/2024";"Lluvia";"0.5";"1";"L/m2"
"20/06/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
