Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Ourense";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"21/06/2024";"Lluvia";"0.0";"1";"L/m2"
"21/06/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"21/06/2024";"Temperatura media  atura a 1.5m";"17.51";"1";"ºC"
"22/06/2024";"Lluvia";"0.0";"1";"L/m2"
"22/06/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"22/06/2024";"Temperatura media  atura a 1.5m";"19.33";"1";"ºC"
"23/06/2024";"Lluvia";"0.0";"1";"L/m2"
"23/06/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"23/06/2024";"Temperatura media  atura a 1.5m";"22.73";"1";"ºC"
"24/06/2024";"Lluvia";"0.0";"1";"L/m2"
"24/06/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"24/06/2024";"Temperatura media  atura a 1.5m";"25.64";"1";"ºC"
"25/06/2024";"Lluvia";"0.0";"1";"L/m2"
"25/06/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"25/06/2024";"Temperatura media  atura a 1.5m";"23.29";"1";"ºC"
"26/06/2024";"Lluvia";"2.2";"1";"L/m2"
"26/06/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"26/06/2024";"Temperatura media  atura a 1.5m";"23.47";"1";"ºC"
"27/06/2024";"Lluvia";"0.0";"1";"L/m2"
"27/06/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"27/06/2024";"Temperatura media  atura a 1.5m";"23.49";"1";"ºC"
"28/06/2024";"Lluvia";"0.0";"1";"L/m2"
"28/06/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"28/06/2024";"Temperatura media  atura a 1.5m";"22.48";"1";"ºC"
"29/06/2024";"Lluvia";"0.0";"1";"L/m2"
"29/06/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"29/06/2024";"Temperatura media  atura a 1.5m";"21.07";"1";"ºC"
"30/06/2024";"Lluvia";"15.8";"1";"L/m2"
"30/06/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"30/06/2024";"Temperatura media  atura a 1.5m";"20.55";"1";"ºC"
"01/07/2024";"Lluvia";"0.0";"1";"L/m2"
"01/07/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"01/07/2024";"Temperatura media  atura a 1.5m";"20.21";"1";"ºC"
"02/07/2024";"Lluvia";"0.0";"1";"L/m2"
"02/07/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"02/07/2024";"Temperatura media  atura a 1.5m";"22.82";"1";"ºC"
"03/07/2024";"Lluvia";"0.0";"1";"L/m2"
"03/07/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"03/07/2024";"Temperatura media  atura a 1.5m";"22.00";"1";"ºC"
"04/07/2024";"Lluvia";"0.0";"1";"L/m2"
"04/07/2024";"Humedad relativa media a 1.5m";"54";"1";"%"
"04/07/2024";"Temperatura media  atura a 1.5m";"24.55";"1";"ºC"
"05/07/2024";"Lluvia";"0.0";"1";"L/m2"
"05/07/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"05/07/2024";"Temperatura media  atura a 1.5m";"23.99";"1";"ºC"
"06/07/2024";"Lluvia";"0.0";"1";"L/m2"
"06/07/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"06/07/2024";"Temperatura media  atura a 1.5m";"18.83";"1";"ºC"
"07/07/2024";"Lluvia";"0.0";"1";"L/m2"
"07/07/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"07/07/2024";"Temperatura media  atura a 1.5m";"18.26";"1";"ºC"
"08/07/2024";"Lluvia";"2.0";"1";"L/m2"
"08/07/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"08/07/2024";"Temperatura media  atura a 1.5m";"20.31";"1";"ºC"
"09/07/2024";"Lluvia";"7.4";"1";"L/m2"
"09/07/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"09/07/2024";"Temperatura media  atura a 1.5m";"19.08";"1";"ºC"
"10/07/2024";"Lluvia";"0.0";"1";"L/m2"
"10/07/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"10/07/2024";"Temperatura media  atura a 1.5m";"23.13";"1";"ºC"
"11/07/2024";"Lluvia";"0.0";"1";"L/m2"
"11/07/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"11/07/2024";"Temperatura media  atura a 1.5m";"23.91";"1";"ºC"
"12/07/2024";"Lluvia";"0.0";"1";"L/m2"
"12/07/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"12/07/2024";"Temperatura media  atura a 1.5m";"21.13";"1";"ºC"
"13/07/2024";"Lluvia";"0.0";"1";"L/m2"
"13/07/2024";"Humedad relativa media a 1.5m";"54";"1";"%"
"13/07/2024";"Temperatura media  atura a 1.5m";"20.80";"1";"ºC"
"14/07/2024";"Lluvia";"1.6";"1";"L/m2"
"14/07/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"14/07/2024";"Temperatura media  atura a 1.5m";"21.64";"1";"ºC"
"15/07/2024";"Lluvia";"1.8";"1";"L/m2"
"15/07/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"15/07/2024";"Temperatura media  atura a 1.5m";"20.09";"1";"ºC"
"16/07/2024";"Lluvia";"0.0";"1";"L/m2"
"16/07/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"16/07/2024";"Temperatura media  atura a 1.5m";"21.35";"1";"ºC"
"17/07/2024";"Lluvia";"0.0";"1";"L/m2"
"17/07/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"17/07/2024";"Temperatura media  atura a 1.5m";"23.26";"1";"ºC"
"18/07/2024";"Lluvia";"0.0";"1";"L/m2"
"18/07/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"18/07/2024";"Temperatura media  atura a 1.5m";"24.21";"1";"ºC"
"19/07/2024";"Lluvia";"0.0";"1";"L/m2"
"19/07/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"19/07/2024";"Temperatura media  atura a 1.5m";"24.54";"1";"ºC"
"20/07/2024";"Lluvia";"0.4";"1";"L/m2"
"20/07/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"20/07/2024";"Temperatura media  atura a 1.5m";"21.46";"1";"ºC"
"21/07/2024";"Lluvia";"0.0";"1";"L/m2"
"21/07/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"21/07/2024";"Temperatura media  atura a 1.5m";"19.91";"1";"ºC"
"22/07/2024";"Lluvia";"0.0";"1";"L/m2"
"22/07/2024";"Humedad relativa media a 1.5m";"51";"1";"%"
"22/07/2024";"Temperatura media  atura a 1.5m";"25.04";"1";"ºC"
"23/07/2024";"Lluvia";"0.0";"1";"L/m2"
"23/07/2024";"Humedad relativa media a 1.5m";"52";"1";"%"
"23/07/2024";"Temperatura media  atura a 1.5m";"28.34";"1";"ºC"
"24/07/2024";"Lluvia";"0.0";"1";"L/m2"
"24/07/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"24/07/2024";"Temperatura media  atura a 1.5m";"26.67";"1";"ºC"
"25/07/2024";"Lluvia";"0.0";"1";"L/m2"
"25/07/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"25/07/2024";"Temperatura media  atura a 1.5m";"25.30";"1";"ºC"
"26/07/2024";"Lluvia";"0.0";"1";"L/m2"
"26/07/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"26/07/2024";"Temperatura media  atura a 1.5m";"26.07";"1";"ºC"
"27/07/2024";"Lluvia";"0.0";"1";"L/m2"
"27/07/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"27/07/2024";"Temperatura media  atura a 1.5m";"25.24";"1";"ºC"
"28/07/2024";"Lluvia";"0.0";"1";"L/m2"
"28/07/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"28/07/2024";"Temperatura media  atura a 1.5m";"28.02";"1";"ºC"
"29/07/2024";"Lluvia";"3.2";"1";"L/m2"
"29/07/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"29/07/2024";"Temperatura media  atura a 1.5m";"26.28";"1";"ºC"
"30/07/2024";"Lluvia";"0.0";"1";"L/m2"
"30/07/2024";"Humedad relativa media a 1.5m";"53";"1";"%"
"30/07/2024";"Temperatura media  atura a 1.5m";"28.05";"1";"ºC"
"31/07/2024";"Lluvia";"0.0";"1";"L/m2"
"31/07/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"31/07/2024";"Temperatura media  atura a 1.5m";"25.95";"1";"ºC"
"01/08/2024";"Lluvia";"0.0";"1";"L/m2"
"01/08/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"01/08/2024";"Temperatura media  atura a 1.5m";"23.34";"1";"ºC"
"02/08/2024";"Lluvia";"0.0";"1";"L/m2"
"02/08/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"02/08/2024";"Temperatura media  atura a 1.5m";"24.35";"1";"ºC"
"03/08/2024";"Lluvia";"0.0";"1";"L/m2"
"03/08/2024";"Humedad relativa media a 1.5m";"54";"1";"%"
"03/08/2024";"Temperatura media  atura a 1.5m";"24.62";"1";"ºC"
"04/08/2024";"Lluvia";"0.0";"1";"L/m2"
"04/08/2024";"Humedad relativa media a 1.5m";"52";"1";"%"
"04/08/2024";"Temperatura media  atura a 1.5m";"25.30";"1";"ºC"
"05/08/2024";"Lluvia";"0.0";"1";"L/m2"
"05/08/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"05/08/2024";"Temperatura media  atura a 1.5m";"24.86";"1";"ºC"
"06/08/2024";"Lluvia";"0.0";"1";"L/m2"
"06/08/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"06/08/2024";"Temperatura media  atura a 1.5m";"23.57";"1";"ºC"
"07/08/2024";"Lluvia";"0.0";"1";"L/m2"
"07/08/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"07/08/2024";"Temperatura media  atura a 1.5m";"24.49";"1";"ºC"
"08/08/2024";"Lluvia";"0.0";"1";"L/m2"
"08/08/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"08/08/2024";"Temperatura media  atura a 1.5m";"25.05";"1";"ºC"
"09/08/2024";"Lluvia";"0.0";"1";"L/m2"
"09/08/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"09/08/2024";"Temperatura media  atura a 1.5m";"26.49";"1";"ºC"
"10/08/2024";"Lluvia";"0.0";"1";"L/m2"
"10/08/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"10/08/2024";"Temperatura media  atura a 1.5m";"29.18";"1";"ºC"
"11/08/2024";"Lluvia";"0.0";"1";"L/m2"
"11/08/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"11/08/2024";"Temperatura media  atura a 1.5m";"28.03";"1";"ºC"
"12/08/2024";"Lluvia";"0.0";"1";"L/m2"
"12/08/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"12/08/2024";"Temperatura media  atura a 1.5m";"24.49";"1";"ºC"
"13/08/2024";"Lluvia";"0.0";"1";"L/m2"
"13/08/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"13/08/2024";"Temperatura media  atura a 1.5m";"22.05";"1";"ºC"
"14/08/2024";"Lluvia";"0.0";"1";"L/m2"
"14/08/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"14/08/2024";"Temperatura media  atura a 1.5m";"22.65";"1";"ºC"
"15/08/2024";"Lluvia";"0.0";"1";"L/m2"
"15/08/2024";"Humedad relativa media a 1.5m";"51";"1";"%"
"15/08/2024";"Temperatura media  atura a 1.5m";"23.34";"1";"ºC"
"16/08/2024";"Lluvia";"0.0";"1";"L/m2"
"16/08/2024";"Humedad relativa media a 1.5m";"46";"1";"%"
"16/08/2024";"Temperatura media  atura a 1.5m";"25.32";"1";"ºC"
"17/08/2024";"Lluvia";"0.0";"1";"L/m2"
"17/08/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"17/08/2024";"Temperatura media  atura a 1.5m";"25.40";"1";"ºC"
"18/08/2024";"Lluvia";"0.0";"1";"L/m2"
"18/08/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"18/08/2024";"Temperatura media  atura a 1.5m";"25.34";"1";"ºC"
"19/08/2024";"Lluvia";"0.0";"1";"L/m2"
"19/08/2024";"Humedad relativa media a 1.5m";"52";"1";"%"
"19/08/2024";"Temperatura media  atura a 1.5m";"25.12";"1";"ºC"
"20/08/2024";"Lluvia";"0.0";"1";"L/m2"
"20/08/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"20/08/2024";"Temperatura media  atura a 1.5m";"22.72";"1";"ºC"
"21/08/2024";"Lluvia";"0.0";"1";"L/m2"
"21/08/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"21/08/2024";"Temperatura media  atura a 1.5m";"25.28";"1";"ºC"
"22/08/2024";"Lluvia";"0.0";"1";"L/m2"
"22/08/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"22/08/2024";"Temperatura media  atura a 1.5m";"22.98";"1";"ºC"
"23/08/2024";"Lluvia";"0.0";"1";"L/m2"
"23/08/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"23/08/2024";"Temperatura media  atura a 1.5m";"25.09";"1";"ºC"
"24/08/2024";"Lluvia";"1.0";"1";"L/m2"
"24/08/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"24/08/2024";"Temperatura media  atura a 1.5m";"20.84";"1";"ºC"
"25/08/2024";"Lluvia";"0.0";"1";"L/m2"
"25/08/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"25/08/2024";"Temperatura media  atura a 1.5m";"19.61";"1";"ºC"
"26/08/2024";"Lluvia";"0.0";"1";"L/m2"
"26/08/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"26/08/2024";"Temperatura media  atura a 1.5m";"22.16";"1";"ºC"
"27/08/2024";"Lluvia";"0.0";"1";"L/m2"
"27/08/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"27/08/2024";"Temperatura media  atura a 1.5m";"23.03";"1";"ºC"
"28/08/2024";"Lluvia";"0.0";"1";"L/m2"
"28/08/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"28/08/2024";"Temperatura media  atura a 1.5m";"22.31";"1";"ºC"
"29/08/2024";"Lluvia";"0.0";"1";"L/m2"
"29/08/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"29/08/2024";"Temperatura media  atura a 1.5m";"23.24";"1";"ºC"
"30/08/2024";"Lluvia";"0.0";"1";"L/m2"
"30/08/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"30/08/2024";"Temperatura media  atura a 1.5m";"23.07";"1";"ºC"
"31/08/2024";"Lluvia";"0.4";"1";"L/m2"
"31/08/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"31/08/2024";"Temperatura media  atura a 1.5m";"22.89";"1";"ºC"
"01/09/2024";"Lluvia";"0.0";"1";"L/m2"
"01/09/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"01/09/2024";"Temperatura media  atura a 1.5m";"24.10";"1";"ºC"
"02/09/2024";"Lluvia";"1.2";"1";"L/m2"
"02/09/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"02/09/2024";"Temperatura media  atura a 1.5m";"19.29";"1";"ºC"
"03/09/2024";"Lluvia";"0.0";"1";"L/m2"
"03/09/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"03/09/2024";"Temperatura media  atura a 1.5m";"18.82";"1";"ºC"
"04/09/2024";"Lluvia";"0.0";"1";"L/m2"
"04/09/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"04/09/2024";"Temperatura media  atura a 1.5m";"19.16";"1";"ºC"
"05/09/2024";"Lluvia";"0.0";"1";"L/m2"
"05/09/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"05/09/2024";"Temperatura media  atura a 1.5m";"16.61";"1";"ºC"
"06/09/2024";"Lluvia";"3.8";"1";"L/m2"
"06/09/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"06/09/2024";"Temperatura media  atura a 1.5m";"14.32";"1";"ºC"
"07/09/2024";"Lluvia";"7.0";"1";"L/m2"
"07/09/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"07/09/2024";"Temperatura media  atura a 1.5m";"17.59";"1";"ºC"
"08/09/2024";"Lluvia";"0.0";"1";"L/m2"
"08/09/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"08/09/2024";"Temperatura media  atura a 1.5m";"17.19";"1";"ºC"
"09/09/2024";"Lluvia";"0.0";"1";"L/m2"
"09/09/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"09/09/2024";"Temperatura media  atura a 1.5m";"17.97";"1";"ºC"
"10/09/2024";"Lluvia";"0.0";"1";"L/m2"
"10/09/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"10/09/2024";"Temperatura media  atura a 1.5m";"19.28";"1";"ºC"
"11/09/2024";"Lluvia";"0.0";"1";"L/m2"
"11/09/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"11/09/2024";"Temperatura media  atura a 1.5m";"17.98";"1";"ºC"
"12/09/2024";"Lluvia";"0.0";"1";"L/m2"
"12/09/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"12/09/2024";"Temperatura media  atura a 1.5m";"18.78";"1";"ºC"
"13/09/2024";"Lluvia";"0.0";"1";"L/m2"
"13/09/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"13/09/2024";"Temperatura media  atura a 1.5m";"18.18";"1";"ºC"
"14/09/2024";"Lluvia";"0.0";"1";"L/m2"
"14/09/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"14/09/2024";"Temperatura media  atura a 1.5m";"18.30";"1";"ºC"
"15/09/2024";"Lluvia";"0.0";"1";"L/m2"
"15/09/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"15/09/2024";"Temperatura media  atura a 1.5m";"19.22";"1";"ºC"
"16/09/2024";"Lluvia";"0.0";"1";"L/m2"
"16/09/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"16/09/2024";"Temperatura media  atura a 1.5m";"20.23";"1";"ºC"
"17/09/2024";"Lluvia";"0.0";"1";"L/m2"
"17/09/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"17/09/2024";"Temperatura media  atura a 1.5m";"19.82";"1";"ºC"
"18/09/2024";"Lluvia";"0.0";"1";"L/m2"
"18/09/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"18/09/2024";"Temperatura media  atura a 1.5m";"20.18";"1";"ºC"
"19/09/2024";"Lluvia";"0.0";"1";"L/m2"
"19/09/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"19/09/2024";"Temperatura media  atura a 1.5m";"18.86";"1";"ºC"
"20/09/2024";"Lluvia";"3.4";"1";"L/m2"
"20/09/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"20/09/2024";"Temperatura media  atura a 1.5m";"17.04";"1";"ºC"
"21/09/2024";"Lluvia";"3.2";"1";"L/m2"
"21/09/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"21/09/2024";"Temperatura media  atura a 1.5m";"17.75";"1";"ºC"
"22/09/2024";"Lluvia";"0.0";"1";"L/m2"
"22/09/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"22/09/2024";"Temperatura media  atura a 1.5m";"17.93";"1";"ºC"
"23/09/2024";"Lluvia";"0.0";"1";"L/m2"
"23/09/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"23/09/2024";"Temperatura media  atura a 1.5m";"16.07";"1";"ºC"
"24/09/2024";"Lluvia";"1.4";"1";"L/m2"
"24/09/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"24/09/2024";"Temperatura media  atura a 1.5m";"17.92";"1";"ºC"
"25/09/2024";"Lluvia";"21.2";"1";"L/m2"
"25/09/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"25/09/2024";"Temperatura media  atura a 1.5m";"19.57";"1";"ºC"
"26/09/2024";"Lluvia";"20.0";"1";"L/m2"
"26/09/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"26/09/2024";"Temperatura media  atura a 1.5m";"19.16";"1";"ºC"
"27/09/2024";"Lluvia";"3.0";"1";"L/m2"
"27/09/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"27/09/2024";"Temperatura media  atura a 1.5m";"14.67";"1";"ºC"
"28/09/2024";"Lluvia";"0.0";"1";"L/m2"
"28/09/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"28/09/2024";"Temperatura media  atura a 1.5m";"13.54";"1";"ºC"
"29/09/2024";"Lluvia";"0.0";"1";"L/m2"
"29/09/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"29/09/2024";"Temperatura media  atura a 1.5m";"16.19";"1";"ºC"
"30/09/2024";"Lluvia";"0.0";"1";"L/m2"
"30/09/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"30/09/2024";"Temperatura media  atura a 1.5m";"20.43";"1";"ºC"
"01/10/2024";"Lluvia";"7.0";"1";"L/m2"
"01/10/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"01/10/2024";"Temperatura media  atura a 1.5m";"19.92";"1";"ºC"
"02/10/2024";"Lluvia";"14.0";"1";"L/m2"
"02/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"02/10/2024";"Temperatura media  atura a 1.5m";"20.48";"1";"ºC"
"03/10/2024";"Lluvia";"0.0";"1";"L/m2"
"03/10/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"03/10/2024";"Temperatura media  atura a 1.5m";"20.50";"1";"ºC"
"04/10/2024";"Lluvia";"0.0";"1";"L/m2"
"04/10/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"04/10/2024";"Temperatura media  atura a 1.5m";"20.11";"1";"ºC"
"05/10/2024";"Lluvia";"13.8";"1";"L/m2"
"05/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"05/10/2024";"Temperatura media  atura a 1.5m";"19.71";"1";"ºC"
"06/10/2024";"Lluvia";"2.8";"1";"L/m2"
"06/10/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"06/10/2024";"Temperatura media  atura a 1.5m";"19.22";"1";"ºC"
"07/10/2024";"Lluvia";"3.2";"1";"L/m2"
"07/10/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"07/10/2024";"Temperatura media  atura a 1.5m";"16.36";"1";"ºC"
"08/10/2024";"Lluvia";"5.8";"1";"L/m2"
"08/10/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"08/10/2024";"Temperatura media  atura a 1.5m";"17.27";"1";"ºC"
"09/10/2024";"Lluvia";"17.6";"1";"L/m2"
"09/10/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"09/10/2024";"Temperatura media  atura a 1.5m";"18.23";"1";"ºC"
"10/10/2024";"Lluvia";"0.0";"1";"L/m2"
"10/10/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"10/10/2024";"Temperatura media  atura a 1.5m";"13.11";"1";"ºC"
"11/10/2024";"Lluvia";"6.2";"1";"L/m2"
"11/10/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"11/10/2024";"Temperatura media  atura a 1.5m";"14.47";"1";"ºC"
"12/10/2024";"Lluvia";"0.0";"1";"L/m2"
"12/10/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"12/10/2024";"Temperatura media  atura a 1.5m";"18.66";"1";"ºC"
"13/10/2024";"Lluvia";"0.0";"1";"L/m2"
"13/10/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"13/10/2024";"Temperatura media  atura a 1.5m";"18.25";"1";"ºC"
"14/10/2024";"Lluvia";"0.0";"1";"L/m2"
"14/10/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"14/10/2024";"Temperatura media  atura a 1.5m";"18.33";"1";"ºC"
"15/10/2024";"Lluvia";"2.4";"1";"L/m2"
"15/10/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"15/10/2024";"Temperatura media  atura a 1.5m";"18.94";"1";"ºC"
"16/10/2024";"Lluvia";"11.6";"1";"L/m2"
"16/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"16/10/2024";"Temperatura media  atura a 1.5m";"16.86";"1";"ºC"
"17/10/2024";"Lluvia";"0.0";"1";"L/m2"
"17/10/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"17/10/2024";"Temperatura media  atura a 1.5m";"14.60";"1";"ºC"
"18/10/2024";"Lluvia";"0.8";"1";"L/m2"
"18/10/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"18/10/2024";"Temperatura media  atura a 1.5m";"15.49";"1";"ºC"
"19/10/2024";"Lluvia";"5.6";"1";"L/m2"
"19/10/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"19/10/2024";"Temperatura media  atura a 1.5m";"16.67";"1";"ºC"
"20/10/2024";"Lluvia";"0.0";"1";"L/m2"
"20/10/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"20/10/2024";"Temperatura media  atura a 1.5m";"18.42";"1";"ºC"
"21/10/2024";"Lluvia";"0.8";"1";"L/m2"
"21/10/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"21/10/2024";"Temperatura media  atura a 1.5m";"16.27";"1";"ºC"
"22/10/2024";"Lluvia";"0.0";"1";"L/m2"
"22/10/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"22/10/2024";"Temperatura media  atura a 1.5m";"14.38";"1";"ºC"
"23/10/2024";"Lluvia";"0.0";"1";"L/m2"
"23/10/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"23/10/2024";"Temperatura media  atura a 1.5m";"15.27";"1";"ºC"
"24/10/2024";"Lluvia";"3.0";"1";"L/m2"
"24/10/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"24/10/2024";"Temperatura media  atura a 1.5m";"14.65";"1";"ºC"
"25/10/2024";"Lluvia";"4.8";"1";"L/m2"
"25/10/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"25/10/2024";"Temperatura media  atura a 1.5m";"11.10";"1";"ºC"
"26/10/2024";"Lluvia";"3.6";"1";"L/m2"
"26/10/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"26/10/2024";"Temperatura media  atura a 1.5m";"10.48";"1";"ºC"
"27/10/2024";"Lluvia";"0.0";"1";"L/m2"
"27/10/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"27/10/2024";"Temperatura media  atura a 1.5m";"12.93";"1";"ºC"
"28/10/2024";"Lluvia";"0.0";"1";"L/m2"
"28/10/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"28/10/2024";"Temperatura media  atura a 1.5m";"13.47";"1";"ºC"
"29/10/2024";"Lluvia";"0.0";"1";"L/m2"
"29/10/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"29/10/2024";"Temperatura media  atura a 1.5m";"14.64";"1";"ºC"
"30/10/2024";"Lluvia";"0.0";"1";"L/m2"
"30/10/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"30/10/2024";"Temperatura media  atura a 1.5m";"16.81";"1";"ºC"
"31/10/2024";"Lluvia";"0.0";"1";"L/m2"
"31/10/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"31/10/2024";"Temperatura media  atura a 1.5m";"15.46";"1";"ºC"
"01/11/2024";"Lluvia";"0.0";"1";"L/m2"
"01/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"01/11/2024";"Temperatura media  atura a 1.5m";"15.71";"1";"ºC"
"02/11/2024";"Lluvia";"0.0";"1";"L/m2"
"02/11/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"02/11/2024";"Temperatura media  atura a 1.5m";"13.68";"1";"ºC"
