Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Campus Lugo";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"07/02/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"07/02/2024";"Temperatura media  atura a 1.5m";"11.78";"1";"ºC"
"08/02/2024";"Lluvia";"8.4";"1";"L/m2"
"08/02/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"08/02/2024";"Temperatura media  atura a 1.5m";"11.66";"1";"ºC"
"09/02/2024";"Lluvia";"20.4";"1";"L/m2"
"09/02/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"09/02/2024";"Temperatura media  atura a 1.5m";"9.29";"1";"ºC"
"10/02/2024";"Lluvia";"5.5";"1";"L/m2"
"10/02/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"10/02/2024";"Temperatura media  atura a 1.5m";"5.76";"1";"ºC"
"11/02/2024";"Lluvia";"0.9";"1";"L/m2"
"11/02/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"11/02/2024";"Temperatura media  atura a 1.5m";"7.39";"1";"ºC"
"12/02/2024";"Lluvia";"0.3";"1";"L/m2"
"12/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"12/02/2024";"Temperatura media  atura a 1.5m";"11.45";"1";"ºC"
"13/02/2024";"Lluvia";"0.0";"1";"L/m2"
"13/02/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"13/02/2024";"Temperatura media  atura a 1.5m";"12.79";"1";"ºC"
"14/02/2024";"Lluvia";"0.0";"1";"L/m2"
"14/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"14/02/2024";"Temperatura media  atura a 1.5m";"13.62";"1";"ºC"
"15/02/2024";"Lluvia";"9.4";"1";"L/m2"
"15/02/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"15/02/2024";"Temperatura media  atura a 1.5m";"13.05";"1";"ºC"
"16/02/2024";"Lluvia";"0.0";"1";"L/m2"
"16/02/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"16/02/2024";"Temperatura media  atura a 1.5m";"9.13";"1";"ºC"
"17/02/2024";"Lluvia";"0.0";"1";"L/m2"
"17/02/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"17/02/2024";"Temperatura media  atura a 1.5m";"8.35";"1";"ºC"
"18/02/2024";"Lluvia";"0.0";"1";"L/m2"
"18/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"18/02/2024";"Temperatura media  atura a 1.5m";"10.48";"1";"ºC"
"19/02/2024";"Lluvia";"0.0";"1";"L/m2"
"19/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"19/02/2024";"Temperatura media  atura a 1.5m";"12.39";"1";"ºC"
"20/02/2024";"Lluvia";"0.0";"1";"L/m2"
"20/02/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"20/02/2024";"Temperatura media  atura a 1.5m";"9.96";"1";"ºC"
"21/02/2024";"Lluvia";"0.0";"1";"L/m2"
"21/02/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"21/02/2024";"Temperatura media  atura a 1.5m";"10.68";"1";"ºC"
"22/02/2024";"Lluvia";"12.0";"1";"L/m2"
"22/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"22/02/2024";"Temperatura media  atura a 1.5m";"9.50";"1";"ºC"
"23/02/2024";"Lluvia";"22.8";"1";"L/m2"
"23/02/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"23/02/2024";"Temperatura media  atura a 1.5m";"4.95";"1";"ºC"
"24/02/2024";"Lluvia";"15.2";"1";"L/m2"
"24/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"24/02/2024";"Temperatura media  atura a 1.5m";"6.38";"1";"ºC"
"25/02/2024";"Lluvia";"22.8";"1";"L/m2"
"25/02/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"25/02/2024";"Temperatura media  atura a 1.5m";"10.73";"1";"ºC"
"26/02/2024";"Lluvia";"13.0";"1";"L/m2"
"26/02/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"26/02/2024";"Temperatura media  atura a 1.5m";"5.95";"1";"ºC"
"27/02/2024";"Lluvia";"1.7";"1";"L/m2"
"27/02/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"27/02/2024";"Temperatura media  atura a 1.5m";"6.31";"1";"ºC"
"28/02/2024";"Lluvia";"0.0";"1";"L/m2"
"28/02/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"28/02/2024";"Temperatura media  atura a 1.5m";"8.24";"1";"ºC"
"29/02/2024";"Lluvia";"6.7";"1";"L/m2"
"29/02/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"29/02/2024";"Temperatura media  atura a 1.5m";"7.11";"1";"ºC"
"01/03/2024";"Lluvia";"18.2";"1";"L/m2"
"01/03/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"01/03/2024";"Temperatura media  atura a 1.5m";"7.20";"1";"ºC"
"02/03/2024";"Lluvia";"19.8";"1";"L/m2"
"02/03/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"02/03/2024";"Temperatura media  atura a 1.5m";"5.48";"1";"ºC"
"03/03/2024";"Lluvia";"9.8";"1";"L/m2"
"03/03/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"03/03/2024";"Temperatura media  atura a 1.5m";"5.80";"1";"ºC"
"04/03/2024";"Lluvia";"10.9";"1";"L/m2"
"04/03/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"04/03/2024";"Temperatura media  atura a 1.5m";"8.04";"1";"ºC"
"05/03/2024";"Lluvia";"0.0";"1";"L/m2"
"05/03/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"05/03/2024";"Temperatura media  atura a 1.5m";"6.94";"1";"ºC"
"06/03/2024";"Lluvia";"0.0";"1";"L/m2"
"06/03/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"06/03/2024";"Temperatura media  atura a 1.5m";"7.70";"1";"ºC"
"07/03/2024";"Lluvia";"1.9";"1";"L/m2"
"07/03/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"07/03/2024";"Temperatura media  atura a 1.5m";"8.89";"1";"ºC"
"08/03/2024";"Lluvia";"18.1";"1";"L/m2"
"08/03/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"08/03/2024";"Temperatura media  atura a 1.5m";"5.82";"1";"ºC"
"09/03/2024";"Lluvia";"28.5";"1";"L/m2"
"09/03/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"09/03/2024";"Temperatura media  atura a 1.5m";"4.76";"1";"ºC"
"10/03/2024";"Lluvia";"12.6";"1";"L/m2"
"10/03/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"10/03/2024";"Temperatura media  atura a 1.5m";"7.82";"1";"ºC"
"11/03/2024";"Lluvia";"0.5";"1";"L/m2"
"11/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"11/03/2024";"Temperatura media  atura a 1.5m";"8.27";"1";"ºC"
"12/03/2024";"Lluvia";"0.0";"1";"L/m2"
"12/03/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"12/03/2024";"Temperatura media  atura a 1.5m";"11.22";"1";"ºC"
"13/03/2024";"Lluvia";"0.0";"1";"L/m2"
"13/03/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"13/03/2024";"Temperatura media  atura a 1.5m";"10.57";"1";"ºC"
"14/03/2024";"Lluvia";"5.5";"1";"L/m2"
"14/03/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"14/03/2024";"Temperatura media  atura a 1.5m";"11.60";"1";"ºC"
"15/03/2024";"Lluvia";"0.0";"1";"L/m2"
"15/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"15/03/2024";"Temperatura media  atura a 1.5m";"12.20";"1";"ºC"
"16/03/2024";"Lluvia";"0.0";"1";"L/m2"
"16/03/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"16/03/2024";"Temperatura media  atura a 1.5m";"11.69";"1";"ºC"
"17/03/2024";"Lluvia";"0.0";"1";"L/m2"
"17/03/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"17/03/2024";"Temperatura media  atura a 1.5m";"15.44";"1";"ºC"
"18/03/2024";"Lluvia";"0.0";"1";"L/m2"
"18/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"18/03/2024";"Temperatura media  atura a 1.5m";"14.45";"1";"ºC"
"19/03/2024";"Lluvia";"0.0";"1";"L/m2"
"19/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"19/03/2024";"Temperatura media  atura a 1.5m";"13.76";"1";"ºC"
"20/03/2024";"Lluvia";"0.0";"1";"L/m2"
"20/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"20/03/2024";"Temperatura media  atura a 1.5m";"11.35";"1";"ºC"
"21/03/2024";"Lluvia";"0.0";"1";"L/m2"
"21/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"21/03/2024";"Temperatura media  atura a 1.5m";"14.22";"1";"ºC"
"22/03/2024";"Lluvia";"0.0";"1";"L/m2"
"22/03/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"22/03/2024";"Temperatura media  atura a 1.5m";"12.97";"1";"ºC"
"23/03/2024";"Lluvia";"0.0";"1";"L/m2"
"23/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"23/03/2024";"Temperatura media  atura a 1.5m";"10.96";"1";"ºC"
"24/03/2024";"Lluvia";"0.0";"1";"L/m2"
"24/03/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"24/03/2024";"Temperatura media  atura a 1.5m";"10.07";"1";"ºC"
"25/03/2024";"Lluvia";"4.7";"1";"L/m2"
"25/03/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"25/03/2024";"Temperatura media  atura a 1.5m";"6.07";"1";"ºC"
"26/03/2024";"Lluvia";"5.2";"1";"L/m2"
"26/03/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"26/03/2024";"Temperatura media  atura a 1.5m";"3.64";"1";"ºC"
"27/03/2024";"Lluvia";"21.1";"1";"L/m2"
"27/03/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"27/03/2024";"Temperatura media  atura a 1.5m";"6.11";"1";"ºC"
"28/03/2024";"Lluvia";"11.4";"1";"L/m2"
"28/03/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"28/03/2024";"Temperatura media  atura a 1.5m";"5.59";"1";"ºC"
"29/03/2024";"Lluvia";"16.2";"1";"L/m2"
"29/03/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"29/03/2024";"Temperatura media  atura a 1.5m";"6.41";"1";"ºC"
"30/03/2024";"Lluvia";"4.3";"1";"L/m2"
"30/03/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"30/03/2024";"Temperatura media  atura a 1.5m";"6.65";"1";"ºC"
"31/03/2024";"Lluvia";"3.5";"1";"L/m2"
"31/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"31/03/2024";"Temperatura media  atura a 1.5m";"6.77";"1";"ºC"
"01/04/2024";"Lluvia";"8.0";"1";"L/m2"
"01/04/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"01/04/2024";"Temperatura media  atura a 1.5m";"7.65";"1";"ºC"
"02/04/2024";"Lluvia";"4.4";"1";"L/m2"
"02/04/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"02/04/2024";"Temperatura media  atura a 1.5m";"10.67";"1";"ºC"
"03/04/2024";"Lluvia";"0.0";"1";"L/m2"
"03/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"03/04/2024";"Temperatura media  atura a 1.5m";"13.05";"1";"ºC"
"04/04/2024";"Lluvia";"0.0";"1";"L/m2"
"04/04/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"04/04/2024";"Temperatura media  atura a 1.5m";"14.94";"1";"ºC"
"05/04/2024";"Lluvia";"0.0";"1";"L/m2"
"05/04/2024";"Humedad relativa media a 1.5m";"48";"1";"%"
"05/04/2024";"Temperatura media  atura a 1.5m";"19.02";"1";"ºC"
"06/04/2024";"Lluvia";"7.5";"1";"L/m2"
"06/04/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"06/04/2024";"Temperatura media  atura a 1.5m";"13.99";"1";"ºC"
"07/04/2024";"Lluvia";"0.0";"1";"L/m2"
"07/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"07/04/2024";"Temperatura media  atura a 1.5m";"12.91";"1";"ºC"
"08/04/2024";"Lluvia";"17.5";"1";"L/m2"
"08/04/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"08/04/2024";"Temperatura media  atura a 1.5m";"8.39";"1";"ºC"
"09/04/2024";"Lluvia";"0.6";"1";"L/m2"
"09/04/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"09/04/2024";"Temperatura media  atura a 1.5m";"8.42";"1";"ºC"
"10/04/2024";"Lluvia";"0.0";"1";"L/m2"
"10/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"10/04/2024";"Temperatura media  atura a 1.5m";"12.20";"1";"ºC"
"11/04/2024";"Lluvia";"0.0";"1";"L/m2"
"11/04/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"11/04/2024";"Temperatura media  atura a 1.5m";"16.66";"1";"ºC"
"12/04/2024";"Lluvia";"0.0";"1";"L/m2"
"12/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"12/04/2024";"Temperatura media  atura a 1.5m";"18.55";"1";"ºC"
"13/04/2024";"Lluvia";"0.0";"1";"L/m2"
"13/04/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"13/04/2024";"Temperatura media  atura a 1.5m";"18.86";"1";"ºC"
"14/04/2024";"Lluvia";"0.0";"1";"L/m2"
"14/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"14/04/2024";"Temperatura media  atura a 1.5m";"17.93";"1";"ºC"
"15/04/2024";"Lluvia";"0.0";"1";"L/m2"
"15/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"15/04/2024";"Temperatura media  atura a 1.5m";"13.14";"1";"ºC"
"16/04/2024";"Lluvia";"0.0";"1";"L/m2"
"16/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"16/04/2024";"Temperatura media  atura a 1.5m";"11.12";"1";"ºC"
"17/04/2024";"Lluvia";"0.0";"1";"L/m2"
"17/04/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"17/04/2024";"Temperatura media  atura a 1.5m";"11.42";"1";"ºC"
"18/04/2024";"Lluvia";"0.0";"1";"L/m2"
"18/04/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"18/04/2024";"Temperatura media  atura a 1.5m";"11.21";"1";"ºC"
"19/04/2024";"Lluvia";"0.0";"1";"L/m2"
"19/04/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"19/04/2024";"Temperatura media  atura a 1.5m";"12.94";"1";"ºC"
"20/04/2024";"Lluvia";"0.0";"1";"L/m2"
"20/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"20/04/2024";"Temperatura media  atura a 1.5m";"12.58";"1";"ºC"
"21/04/2024";"Lluvia";"0.0";"1";"L/m2"
"21/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"21/04/2024";"Temperatura media  atura a 1.5m";"11.88";"1";"ºC"
"22/04/2024";"Lluvia";"0.0";"1";"L/m2"
"22/04/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"22/04/2024";"Temperatura media  atura a 1.5m";"10.58";"1";"ºC"
"23/04/2024";"Lluvia";"0.0";"1";"L/m2"
"23/04/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"23/04/2024";"Temperatura media  atura a 1.5m";"9.36";"1";"ºC"
"24/04/2024";"Lluvia";"0.0";"1";"L/m2"
"24/04/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"24/04/2024";"Temperatura media  atura a 1.5m";"9.96";"1";"ºC"
"25/04/2024";"Lluvia";"6.0";"1";"L/m2"
"25/04/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"25/04/2024";"Temperatura media  atura a 1.5m";"10.01";"1";"ºC"
"26/04/2024";"Lluvia";"14.6";"1";"L/m2"
"26/04/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"26/04/2024";"Temperatura media  atura a 1.5m";"8.95";"1";"ºC"
"27/04/2024";"Lluvia";"22.3";"1";"L/m2"
"27/04/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"27/04/2024";"Temperatura media  atura a 1.5m";"6.52";"1";"ºC"
"28/04/2024";"Lluvia";"2.2";"1";"L/m2"
"28/04/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"28/04/2024";"Temperatura media  atura a 1.5m";"8.37";"1";"ºC"
"29/04/2024";"Lluvia";"0.0";"1";"L/m2"
"29/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"29/04/2024";"Temperatura media  atura a 1.5m";"9.67";"1";"ºC"
"30/04/2024";"Lluvia";"2.7";"1";"L/m2"
"30/04/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"30/04/2024";"Temperatura media  atura a 1.5m";"9.71";"1";"ºC"
"01/05/2024";"Lluvia";"10.8";"1";"L/m2"
"01/05/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"01/05/2024";"Temperatura media  atura a 1.5m";"6.73";"1";"ºC"
"02/05/2024";"Lluvia";"3.6";"1";"L/m2"
"02/05/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"02/05/2024";"Temperatura media  atura a 1.5m";"7.91";"1";"ºC"
"03/05/2024";"Lluvia";"15.2";"1";"L/m2"
"03/05/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"03/05/2024";"Temperatura media  atura a 1.5m";"10.49";"1";"ºC"
"04/05/2024";"Lluvia";"16.5";"1";"L/m2"
"04/05/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"04/05/2024";"Temperatura media  atura a 1.5m";"13.46";"1";"ºC"
"05/05/2024";"Lluvia";"11.4";"1";"L/m2"
"05/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"05/05/2024";"Temperatura media  atura a 1.5m";"11.81";"1";"ºC"
"06/05/2024";"Lluvia";"0.0";"1";"L/m2"
"06/05/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"06/05/2024";"Temperatura media  atura a 1.5m";"9.67";"1";"ºC"
"07/05/2024";"Lluvia";"0.0";"1";"L/m2"
"07/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"07/05/2024";"Temperatura media  atura a 1.5m";"12.03";"1";"ºC"
"08/05/2024";"Lluvia";"0.0";"1";"L/m2"
"08/05/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"08/05/2024";"Temperatura media  atura a 1.5m";"14.69";"1";"ºC"
"09/05/2024";"Lluvia";"0.0";"1";"L/m2"
"09/05/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"09/05/2024";"Temperatura media  atura a 1.5m";"16.62";"1";"ºC"
"10/05/2024";"Lluvia";"9.1";"1";"L/m2"
"10/05/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"10/05/2024";"Temperatura media  atura a 1.5m";"17.87";"1";"ºC"
"11/05/2024";"Lluvia";"0.5";"1";"L/m2"
"11/05/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"11/05/2024";"Temperatura media  atura a 1.5m";"16.81";"1";"ºC"
"12/05/2024";"Lluvia";"0.0";"1";"L/m2"
"12/05/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"12/05/2024";"Temperatura media  atura a 1.5m";"14.48";"1";"ºC"
"13/05/2024";"Lluvia";"12.5";"1";"L/m2"
"13/05/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"13/05/2024";"Temperatura media  atura a 1.5m";"12.39";"1";"ºC"
"14/05/2024";"Lluvia";"0.8";"1";"L/m2"
"14/05/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"14/05/2024";"Temperatura media  atura a 1.5m";"10.57";"1";"ºC"
"15/05/2024";"Lluvia";"2.9";"1";"L/m2"
"15/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"15/05/2024";"Temperatura media  atura a 1.5m";"9.26";"1";"ºC"
"16/05/2024";"Lluvia";"4.2";"1";"L/m2"
"16/05/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"16/05/2024";"Temperatura media  atura a 1.5m";"10.29";"1";"ºC"
"17/05/2024";"Lluvia";"7.9";"1";"L/m2"
"17/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"17/05/2024";"Temperatura media  atura a 1.5m";"11.27";"1";"ºC"
"18/05/2024";"Lluvia";"23.2";"1";"L/m2"
"18/05/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"18/05/2024";"Temperatura media  atura a 1.5m";"11.19";"1";"ºC"
"19/05/2024";"Lluvia";"0.6";"1";"L/m2"
"19/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"19/05/2024";"Temperatura media  atura a 1.5m";"11.42";"1";"ºC"
"20/05/2024";"Lluvia";"2.4";"1";"L/m2"
"20/05/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"20/05/2024";"Temperatura media  atura a 1.5m";"11.69";"1";"ºC"
"21/05/2024";"Lluvia";"2.4";"1";"L/m2"
"21/05/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"21/05/2024";"Temperatura media  atura a 1.5m";"12.41";"1";"ºC"
"22/05/2024";"Lluvia";"3.5";"1";"L/m2"
"22/05/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"22/05/2024";"Temperatura media  atura a 1.5m";"11.58";"1";"ºC"
"23/05/2024";"Lluvia";"0.0";"1";"L/m2"
"23/05/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"23/05/2024";"Temperatura media  atura a 1.5m";"11.35";"1";"ºC"
"24/05/2024";"Lluvia";"0.0";"1";"L/m2"
"24/05/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"24/05/2024";"Temperatura media  atura a 1.5m";"14.75";"1";"ºC"
"25/05/2024";"Lluvia";"0.0";"1";"L/m2"
"25/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"25/05/2024";"Temperatura media  atura a 1.5m";"14.90";"1";"ºC"
"26/05/2024";"Lluvia";"0.0";"1";"L/m2"
"26/05/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"26/05/2024";"Temperatura media  atura a 1.5m";"14.10";"1";"ºC"
"27/05/2024";"Lluvia";"0.0";"1";"L/m2"
"27/05/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"27/05/2024";"Temperatura media  atura a 1.5m";"13.87";"1";"ºC"
"28/05/2024";"Lluvia";"0.0";"1";"L/m2"
"28/05/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"28/05/2024";"Temperatura media  atura a 1.5m";"16.18";"1";"ºC"
"29/05/2024";"Lluvia";"0.0";"1";"L/m2"
"29/05/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"29/05/2024";"Temperatura media  atura a 1.5m";"17.18";"1";"ºC"
"30/05/2024";"Lluvia";"0.0";"1";"L/m2"
"30/05/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"30/05/2024";"Temperatura media  atura a 1.5m";"15.99";"1";"ºC"
"31/05/2024";"Lluvia";"0.0";"1";"L/m2"
"31/05/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"31/05/2024";"Temperatura media  atura a 1.5m";"14.42";"1";"ºC"
"01/06/2024";"Lluvia";"0.0";"1";"L/m2"
"01/06/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"01/06/2024";"Temperatura media  atura a 1.5m";"15.37";"1";"ºC"
"02/06/2024";"Lluvia";"0.0";"1";"L/m2"
"02/06/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"02/06/2024";"Temperatura media  atura a 1.5m";"15.96";"1";"ºC"
"03/06/2024";"Lluvia";"0.0";"1";"L/m2"
"03/06/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"03/06/2024";"Temperatura media  atura a 1.5m";"17.17";"1";"ºC"
"04/06/2024";"Lluvia";"0.0";"1";"L/m2"
"04/06/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"04/06/2024";"Temperatura media  atura a 1.5m";"19.65";"1";"ºC"
"05/06/2024";"Lluvia";"0.0";"1";"L/m2"
"05/06/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"05/06/2024";"Temperatura media  atura a 1.5m";"18.87";"1";"ºC"
"06/06/2024";"Lluvia";"0.0";"1";"L/m2"
"06/06/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"06/06/2024";"Temperatura media  atura a 1.5m";"17.23";"1";"ºC"
"07/06/2024";"Lluvia";"0.0";"1";"L/m2"
"07/06/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"07/06/2024";"Temperatura media  atura a 1.5m";"16.70";"1";"ºC"
"08/06/2024";"Lluvia";"1.2";"1";"L/m2"
"08/06/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"08/06/2024";"Temperatura media  atura a 1.5m";"14.90";"1";"ºC"
"09/06/2024";"Lluvia";"0.0";"1";"L/m2"
"09/06/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"09/06/2024";"Temperatura media  atura a 1.5m";"13.73";"1";"ºC"
"10/06/2024";"Lluvia";"0.0";"1";"L/m2"
"10/06/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"10/06/2024";"Temperatura media  atura a 1.5m";"14.46";"1";"ºC"
"11/06/2024";"Lluvia";"0.0";"1";"L/m2"
"11/06/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"11/06/2024";"Temperatura media  atura a 1.5m";"13.86";"1";"ºC"
"12/06/2024";"Lluvia";"0.0";"1";"L/m2"
"12/06/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"12/06/2024";"Temperatura media  atura a 1.5m";"14.44";"1";"ºC"
"13/06/2024";"Lluvia";"1.3";"1";"L/m2"
"13/06/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"13/06/2024";"Temperatura media  atura a 1.5m";"14.33";"1";"ºC"
"14/06/2024";"Lluvia";"0.0";"1";"L/m2"
"14/06/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"14/06/2024";"Temperatura media  atura a 1.5m";"15.85";"1";"ºC"
"15/06/2024";"Lluvia";"0.0";"1";"L/m2"
"15/06/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"15/06/2024";"Temperatura media  atura a 1.5m";"14.53";"1";"ºC"
"16/06/2024";"Lluvia";"1.4";"1";"L/m2"
"16/06/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"16/06/2024";"Temperatura media  atura a 1.5m";"15.23";"1";"ºC"
"17/06/2024";"Lluvia";"8.5";"1";"L/m2"
"17/06/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"17/06/2024";"Temperatura media  atura a 1.5m";"16.28";"1";"ºC"
"18/06/2024";"Lluvia";"2.2";"1";"L/m2"
"18/06/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"18/06/2024";"Temperatura media  atura a 1.5m";"15.42";"1";"ºC"
"19/06/2024";"Lluvia";"1.8";"1";"L/m2"
"19/06/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"19/06/2024";"Temperatura media  atura a 1.5m";"14.48";"1";"ºC"
"20/06/2024";"Lluvia";"0.8";"1";"L/m2"
"20/06/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"20/06/2024";"Temperatura media  atura a 1.5m";"14.78";"1";"ºC"
"21/06/2024";"Lluvia";"0.0";"1";"L/m2"
