Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Coruña-Torre de Hércules";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"21/06/2024";"Lluvia";"0.0";"1";"L/m2"
"21/06/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"21/06/2024";"Temperatura media  atura a 1.5m";"17.25";"1";"ºC"
"22/06/2024";"Lluvia";"0.4";"1";"L/m2"
"22/06/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"22/06/2024";"Temperatura media  atura a 1.5m";"18.28";"1";"ºC"
"23/06/2024";"Lluvia";"0.0";"1";"L/m2"
"23/06/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"23/06/2024";"Temperatura media  atura a 1.5m";"17.53";"1";"ºC"
"24/06/2024";"Lluvia";"0.0";"1";"L/m2"
"24/06/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"24/06/2024";"Temperatura media  atura a 1.5m";"18.45";"1";"ºC"
"25/06/2024";"Lluvia";"0.0";"1";"L/m2"
"25/06/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"25/06/2024";"Temperatura media  atura a 1.5m";"17.28";"1";"ºC"
"26/06/2024";"Lluvia";"0.0";"1";"L/m2"
"26/06/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"26/06/2024";"Temperatura media  atura a 1.5m";"17.59";"1";"ºC"
"27/06/2024";"Lluvia";"0.0";"1";"L/m2"
"27/06/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"27/06/2024";"Temperatura media  atura a 1.5m";"17.47";"1";"ºC"
"28/06/2024";"Lluvia";"0.0";"1";"L/m2"
"28/06/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"28/06/2024";"Temperatura media  atura a 1.5m";"17.02";"1";"ºC"
"29/06/2024";"Lluvia";"0.9";"1";"L/m2"
"29/06/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"29/06/2024";"Temperatura media  atura a 1.5m";"17.60";"1";"ºC"
"30/06/2024";"Lluvia";"1.1";"1";"L/m2"
"30/06/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"30/06/2024";"Temperatura media  atura a 1.5m";"17.87";"1";"ºC"
"01/07/2024";"Lluvia";"0.0";"1";"L/m2"
"01/07/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"01/07/2024";"Temperatura media  atura a 1.5m";"17.77";"1";"ºC"
"02/07/2024";"Lluvia";"0.0";"1";"L/m2"
"02/07/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"02/07/2024";"Temperatura media  atura a 1.5m";"17.37";"1";"ºC"
"03/07/2024";"Lluvia";"0.0";"1";"L/m2"
"03/07/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"03/07/2024";"Temperatura media  atura a 1.5m";"17.86";"1";"ºC"
"04/07/2024";"Lluvia";"0.0";"1";"L/m2"
"04/07/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"04/07/2024";"Temperatura media  atura a 1.5m";"17.70";"1";"ºC"
"05/07/2024";"Lluvia";"0.0";"1";"L/m2"
"05/07/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"05/07/2024";"Temperatura media  atura a 1.5m";"18.11";"1";"ºC"
"06/07/2024";"Lluvia";"3.1";"1";"L/m2"
"06/07/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"06/07/2024";"Temperatura media  atura a 1.5m";"17.50";"1";"ºC"
"07/07/2024";"Lluvia";"0.0";"1";"L/m2"
"07/07/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"07/07/2024";"Temperatura media  atura a 1.5m";"17.56";"1";"ºC"
"08/07/2024";"Lluvia";"10.3";"1";"L/m2"
"08/07/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"08/07/2024";"Temperatura media  atura a 1.5m";"19.49";"1";"ºC"
"09/07/2024";"Lluvia";"3.5";"1";"L/m2"
"09/07/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"09/07/2024";"Temperatura media  atura a 1.5m";"19.28";"1";"ºC"
"10/07/2024";"Lluvia";"2.2";"1";"L/m2"
"10/07/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"10/07/2024";"Temperatura media  atura a 1.5m";"20.29";"1";"ºC"
"11/07/2024";"Lluvia";"2.3";"1";"L/m2"
"11/07/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"11/07/2024";"Temperatura media  atura a 1.5m";"19.98";"1";"ºC"
"12/07/2024";"Lluvia";"0.0";"1";"L/m2"
"12/07/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"12/07/2024";"Temperatura media  atura a 1.5m";"17.67";"1";"ºC"
"13/07/2024";"Lluvia";"0.0";"1";"L/m2"
"13/07/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"13/07/2024";"Temperatura media  atura a 1.5m";"18.89";"1";"ºC"
"14/07/2024";"Lluvia";"14.1";"1";"L/m2"
"14/07/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"14/07/2024";"Temperatura media  atura a 1.5m";"20.67";"1";"ºC"
"15/07/2024";"Lluvia";"0.0";"1";"L/m2"
"15/07/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"15/07/2024";"Temperatura media  atura a 1.5m";"19.45";"1";"ºC"
"16/07/2024";"Lluvia";"0.0";"1";"L/m2"
"16/07/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"16/07/2024";"Temperatura media  atura a 1.5m";"19.16";"1";"ºC"
"17/07/2024";"Lluvia";"0.0";"1";"L/m2"
"17/07/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"17/07/2024";"Temperatura media  atura a 1.5m";"19.55";"1";"ºC"
"18/07/2024";"Lluvia";"0.0";"1";"L/m2"
"18/07/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"18/07/2024";"Temperatura media  atura a 1.5m";"19.72";"1";"ºC"
"19/07/2024";"Lluvia";"0.0";"1";"L/m2"
"19/07/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"19/07/2024";"Temperatura media  atura a 1.5m";"20.60";"1";"ºC"
"20/07/2024";"Lluvia";"2.5";"1";"L/m2"
"20/07/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"20/07/2024";"Temperatura media  atura a 1.5m";"19.81";"1";"ºC"
"21/07/2024";"Lluvia";"0.0";"1";"L/m2"
"21/07/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"21/07/2024";"Temperatura media  atura a 1.5m";"18.54";"1";"ºC"
"22/07/2024";"Lluvia";"0.0";"1";"L/m2"
"22/07/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"22/07/2024";"Temperatura media  atura a 1.5m";"19.43";"1";"ºC"
"23/07/2024";"Lluvia";"0.0";"1";"L/m2"
"23/07/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"23/07/2024";"Temperatura media  atura a 1.5m";"20.17";"1";"ºC"
"24/07/2024";"Lluvia";"0.0";"1";"L/m2"
"24/07/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"24/07/2024";"Temperatura media  atura a 1.5m";"20.05";"1";"ºC"
"25/07/2024";"Lluvia";"0.0";"1";"L/m2"
"25/07/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"25/07/2024";"Temperatura media  atura a 1.5m";"18.93";"1";"ºC"
"26/07/2024";"Lluvia";"0.0";"1";"L/m2"
"26/07/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"26/07/2024";"Temperatura media  atura a 1.5m";"19.67";"1";"ºC"
"27/07/2024";"Lluvia";"0.0";"1";"L/m2"
"27/07/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"27/07/2024";"Temperatura media  atura a 1.5m";"19.66";"1";"ºC"
"28/07/2024";"Lluvia";"0.0";"1";"L/m2"
"28/07/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"28/07/2024";"Temperatura media  atura a 1.5m";"21.15";"1";"ºC"
"29/07/2024";"Lluvia";"0.0";"1";"L/m2"
"29/07/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"29/07/2024";"Temperatura media  atura a 1.5m";"20.44";"1";"ºC"
"30/07/2024";"Lluvia";"0.0";"1";"L/m2"
"30/07/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"30/07/2024";"Temperatura media  atura a 1.5m";"21.46";"1";"ºC"
"31/07/2024";"Lluvia";"0.0";"1";"L/m2"
"31/07/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"31/07/2024";"Temperatura media  atura a 1.5m";"19.22";"1";"ºC"
"01/08/2024";"Lluvia";"1.3";"1";"L/m2"
"01/08/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"01/08/2024";"Temperatura media  atura a 1.5m";"19.37";"1";"ºC"
"02/08/2024";"Lluvia";"0.0";"1";"L/m2"
"02/08/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"02/08/2024";"Temperatura media  atura a 1.5m";"19.15";"1";"ºC"
"03/08/2024";"Lluvia";"0.0";"1";"L/m2"
"03/08/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"03/08/2024";"Temperatura media  atura a 1.5m";"19.66";"1";"ºC"
"04/08/2024";"Lluvia";"0.0";"1";"L/m2"
"04/08/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"04/08/2024";"Temperatura media  atura a 1.5m";"20.32";"1";"ºC"
"05/08/2024";"Lluvia";"0.0";"1";"L/m2"
"05/08/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"05/08/2024";"Temperatura media  atura a 1.5m";"21.88";"1";"ºC"
"06/08/2024";"Lluvia";"1.1";"1";"L/m2"
"06/08/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"06/08/2024";"Temperatura media  atura a 1.5m";"20.02";"1";"ºC"
"07/08/2024";"Lluvia";"0.0";"1";"L/m2"
"07/08/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"07/08/2024";"Temperatura media  atura a 1.5m";"19.72";"1";"ºC"
"08/08/2024";"Lluvia";"0.0";"1";"L/m2"
"08/08/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"08/08/2024";"Temperatura media  atura a 1.5m";"19.39";"1";"ºC"
"09/08/2024";"Lluvia";"0.0";"1";"L/m2"
"09/08/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"09/08/2024";"Temperatura media  atura a 1.5m";"19.66";"1";"ºC"
"10/08/2024";"Lluvia";"0.0";"1";"L/m2"
"10/08/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"10/08/2024";"Temperatura media  atura a 1.5m";"21.93";"1";"ºC"
"11/08/2024";"Lluvia";"0.0";"1";"L/m2"
"11/08/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"11/08/2024";"Temperatura media  atura a 1.5m";"22.26";"1";"ºC"
"12/08/2024";"Lluvia";"0.5";"1";"L/m2"
"12/08/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"12/08/2024";"Temperatura media  atura a 1.5m";"20.78";"1";"ºC"
"13/08/2024";"Lluvia";"2.2";"1";"L/m2"
"13/08/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"13/08/2024";"Temperatura media  atura a 1.5m";"19.43";"1";"ºC"
"14/08/2024";"Lluvia";"0.0";"1";"L/m2"
"14/08/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"14/08/2024";"Temperatura media  atura a 1.5m";"19.14";"1";"ºC"
"15/08/2024";"Lluvia";"0.0";"1";"L/m2"
"15/08/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"15/08/2024";"Temperatura media  atura a 1.5m";"19.07";"1";"ºC"
"16/08/2024";"Lluvia";"0.3";"1";"L/m2"
"16/08/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"16/08/2024";"Temperatura media  atura a 1.5m";"20.37";"1";"ºC"
"17/08/2024";"Lluvia";"2.3";"1";"L/m2"
"17/08/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"17/08/2024";"Temperatura media  atura a 1.5m";"21.92";"1";"ºC"
"18/08/2024";"Lluvia";"1.4";"1";"L/m2"
"18/08/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"18/08/2024";"Temperatura media  atura a 1.5m";"20.25";"1";"ºC"
"19/08/2024";"Lluvia";"0.0";"1";"L/m2"
"19/08/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"19/08/2024";"Temperatura media  atura a 1.5m";"20.68";"1";"ºC"
"20/08/2024";"Lluvia";"1.4";"1";"L/m2"
"20/08/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"20/08/2024";"Temperatura media  atura a 1.5m";"20.48";"1";"ºC"
"21/08/2024";"Lluvia";"0.0";"1";"L/m2"
"21/08/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"21/08/2024";"Temperatura media  atura a 1.5m";"20.21";"1";"ºC"
"22/08/2024";"Lluvia";"0.0";"1";"L/m2"
"22/08/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"22/08/2024";"Temperatura media  atura a 1.5m";"20.89";"1";"ºC"
"23/08/2024";"Lluvia";"0.0";"1";"L/m2"
"23/08/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"23/08/2024";"Temperatura media  atura a 1.5m";"21.89";"1";"ºC"
"24/08/2024";"Lluvia";"9.4";"1";"L/m2"
"24/08/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"24/08/2024";"Temperatura media  atura a 1.5m";"19.95";"1";"ºC"
"25/08/2024";"Lluvia";"0.0";"1";"L/m2"
"25/08/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"25/08/2024";"Temperatura media  atura a 1.5m";"18.12";"1";"ºC"
"26/08/2024";"Lluvia";"0.0";"1";"L/m2"
"26/08/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"26/08/2024";"Temperatura media  atura a 1.5m";"19.96";"1";"ºC"
"27/08/2024";"Lluvia";"0.0";"1";"L/m2"
"27/08/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"27/08/2024";"Temperatura media  atura a 1.5m";"20.13";"1";"ºC"
"28/08/2024";"Lluvia";"0.0";"1";"L/m2"
"28/08/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"28/08/2024";"Temperatura media  atura a 1.5m";"19.09";"1";"ºC"
"29/08/2024";"Lluvia";"0.0";"1";"L/m2"
"29/08/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"29/08/2024";"Temperatura media  atura a 1.5m";"19.25";"1";"ºC"
"30/08/2024";"Lluvia";"0.0";"1";"L/m2"
"30/08/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"30/08/2024";"Temperatura media  atura a 1.5m";"18.81";"1";"ºC"
"31/08/2024";"Lluvia";"0.0";"1";"L/m2"
"31/08/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"31/08/2024";"Temperatura media  atura a 1.5m";"18.26";"1";"ºC"
"01/09/2024";"Lluvia";"5.3";"1";"L/m2"
"01/09/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"01/09/2024";"Temperatura media  atura a 1.5m";"20.43";"1";"ºC"
"02/09/2024";"Lluvia";"6.9";"1";"L/m2"
"02/09/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"02/09/2024";"Temperatura media  atura a 1.5m";"17.84";"1";"ºC"
"03/09/2024";"Lluvia";"0.0";"1";"L/m2"
"03/09/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"03/09/2024";"Temperatura media  atura a 1.5m";"17.62";"1";"ºC"
"04/09/2024";"Lluvia";"0.0";"1";"L/m2"
"04/09/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"04/09/2024";"Temperatura media  atura a 1.5m";"17.43";"1";"ºC"
"05/09/2024";"Lluvia";"6.1";"1";"L/m2"
"05/09/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"05/09/2024";"Temperatura media  atura a 1.5m";"16.76";"1";"ºC"
"06/09/2024";"Lluvia";"3.1";"1";"L/m2"
"06/09/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"06/09/2024";"Temperatura media  atura a 1.5m";"16.30";"1";"ºC"
"07/09/2024";"Lluvia";"0.0";"1";"L/m2"
"07/09/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"07/09/2024";"Temperatura media  atura a 1.5m";"17.78";"1";"ºC"
"08/09/2024";"Lluvia";"0.0";"1";"L/m2"
"08/09/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"08/09/2024";"Temperatura media  atura a 1.5m";"17.85";"1";"ºC"
"09/09/2024";"Lluvia";"0.0";"1";"L/m2"
"09/09/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"09/09/2024";"Temperatura media  atura a 1.5m";"18.39";"1";"ºC"
"10/09/2024";"Lluvia";"0.0";"1";"L/m2"
"10/09/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"10/09/2024";"Temperatura media  atura a 1.5m";"17.43";"1";"ºC"
"11/09/2024";"Lluvia";"1.5";"1";"L/m2"
"11/09/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"11/09/2024";"Temperatura media  atura a 1.5m";"18.69";"1";"ºC"
"12/09/2024";"Lluvia";"1.0";"1";"L/m2"
"12/09/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"12/09/2024";"Temperatura media  atura a 1.5m";"18.15";"1";"ºC"
"13/09/2024";"Lluvia";"0.0";"1";"L/m2"
"13/09/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"13/09/2024";"Temperatura media  atura a 1.5m";"17.14";"1";"ºC"
"14/09/2024";"Lluvia";"0.0";"1";"L/m2"
"14/09/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"14/09/2024";"Temperatura media  atura a 1.5m";"17.25";"1";"ºC"
"15/09/2024";"Lluvia";"0.0";"1";"L/m2"
"15/09/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"15/09/2024";"Temperatura media  atura a 1.5m";"18.46";"1";"ºC"
"16/09/2024";"Lluvia";"0.0";"1";"L/m2"
"16/09/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"16/09/2024";"Temperatura media  atura a 1.5m";"18.94";"1";"ºC"
"17/09/2024";"Lluvia";"0.0";"1";"L/m2"
"17/09/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"17/09/2024";"Temperatura media  atura a 1.5m";"19.32";"1";"ºC"
"18/09/2024";"Lluvia";"0.0";"1";"L/m2"
"18/09/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"18/09/2024";"Temperatura media  atura a 1.5m";"19.39";"1";"ºC"
"19/09/2024";"Lluvia";"0.0";"1";"L/m2"
"19/09/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"19/09/2024";"Temperatura media  atura a 1.5m";"16.98";"1";"ºC"
"20/09/2024";"Lluvia";"0.0";"1";"L/m2"
"20/09/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"20/09/2024";"Temperatura media  atura a 1.5m";"16.72";"1";"ºC"
"21/09/2024";"Lluvia";"0.0";"1";"L/m2"
"21/09/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"21/09/2024";"Temperatura media  atura a 1.5m";"17.37";"1";"ºC"
"22/09/2024";"Lluvia";"0.0";"1";"L/m2"
"22/09/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"22/09/2024";"Temperatura media  atura a 1.5m";"17.25";"1";"ºC"
"23/09/2024";"Lluvia";"1.7";"1";"L/m2"
"23/09/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"23/09/2024";"Temperatura media  atura a 1.5m";"18.00";"1";"ºC"
"24/09/2024";"Lluvia";"0.0";"1";"L/m2"
"24/09/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"24/09/2024";"Temperatura media  atura a 1.5m";"18.70";"1";"ºC"
"25/09/2024";"Lluvia";"14.5";"1";"L/m2"
"25/09/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"25/09/2024";"Temperatura media  atura a 1.5m";"20.74";"1";"ºC"
"26/09/2024";"Lluvia";"10.0";"1";"L/m2"
"26/09/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"26/09/2024";"Temperatura media  atura a 1.5m";"18.27";"1";"ºC"
"27/09/2024";"Lluvia";"7.9";"1";"L/m2"
"27/09/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"27/09/2024";"Temperatura media  atura a 1.5m";"15.65";"1";"ºC"
"28/09/2024";"Lluvia";"0.0";"1";"L/m2"
"28/09/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"28/09/2024";"Temperatura media  atura a 1.5m";"14.78";"1";"ºC"
"29/09/2024";"Lluvia";"2.5";"1";"L/m2"
"29/09/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"29/09/2024";"Temperatura media  atura a 1.5m";"18.79";"1";"ºC"
"30/09/2024";"Lluvia";"0.8";"1";"L/m2"
"30/09/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"30/09/2024";"Temperatura media  atura a 1.5m";"18.80";"1";"ºC"
"01/10/2024";"Lluvia";"18.2";"1";"L/m2"
"01/10/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"01/10/2024";"Temperatura media  atura a 1.5m";"20.44";"1";"ºC"
"02/10/2024";"Lluvia";"30.6";"1";"L/m2"
"02/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"02/10/2024";"Temperatura media  atura a 1.5m";"18.61";"1";"ºC"
"03/10/2024";"Lluvia";"0.3";"1";"L/m2"
"03/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"03/10/2024";"Temperatura media  atura a 1.5m";"16.59";"1";"ºC"
"04/10/2024";"Lluvia";"0.4";"1";"L/m2"
"04/10/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"04/10/2024";"Temperatura media  atura a 1.5m";"18.01";"1";"ºC"
"05/10/2024";"Lluvia";"11.0";"1";"L/m2"
"05/10/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"05/10/2024";"Temperatura media  atura a 1.5m";"20.88";"1";"ºC"
"06/10/2024";"Lluvia";"13.0";"1";"L/m2"
"06/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"06/10/2024";"Temperatura media  atura a 1.5m";"18.70";"1";"ºC"
"07/10/2024";"Lluvia";"5.3";"1";"L/m2"
"07/10/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"07/10/2024";"Temperatura media  atura a 1.5m";"17.74";"1";"ºC"
"08/10/2024";"Lluvia";"17.1";"1";"L/m2"
"08/10/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"08/10/2024";"Temperatura media  atura a 1.5m";"18.57";"1";"ºC"
"09/10/2024";"Lluvia";"22.3";"1";"L/m2"
"09/10/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"09/10/2024";"Temperatura media  atura a 1.5m";"17.89";"1";"ºC"
"10/10/2024";"Lluvia";"0.4";"1";"L/m2"
"10/10/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"10/10/2024";"Temperatura media  atura a 1.5m";"16.67";"1";"ºC"
"11/10/2024";"Lluvia";"2.2";"1";"L/m2"
"11/10/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"11/10/2024";"Temperatura media  atura a 1.5m";"17.02";"1";"ºC"
"12/10/2024";"Lluvia";"0.0";"1";"L/m2"
"12/10/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"12/10/2024";"Temperatura media  atura a 1.5m";"19.73";"1";"ºC"
"13/10/2024";"Lluvia";"0.0";"1";"L/m2"
"13/10/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"13/10/2024";"Temperatura media  atura a 1.5m";"19.62";"1";"ºC"
"14/10/2024";"Lluvia";"0.0";"1";"L/m2"
"14/10/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"14/10/2024";"Temperatura media  atura a 1.5m";"20.37";"1";"ºC"
"15/10/2024";"Lluvia";"20.0";"1";"L/m2"
"15/10/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"15/10/2024";"Temperatura media  atura a 1.5m";"18.64";"1";"ºC"
"16/10/2024";"Lluvia";"11.2";"1";"L/m2"
"16/10/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"16/10/2024";"Temperatura media  atura a 1.5m";"17.82";"1";"ºC"
"17/10/2024";"Lluvia";"6.5";"1";"L/m2"
"17/10/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"17/10/2024";"Temperatura media  atura a 1.5m";"16.40";"1";"ºC"
"18/10/2024";"Lluvia";"0.0";"1";"L/m2"
"18/10/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"18/10/2024";"Temperatura media  atura a 1.5m";"17.82";"1";"ºC"
"19/10/2024";"Lluvia";"9.0";"1";"L/m2"
"19/10/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"19/10/2024";"Temperatura media  atura a 1.5m";"17.82";"1";"ºC"
"20/10/2024";"Lluvia";"0.0";"1";"L/m2"
"20/10/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"20/10/2024";"Temperatura media  atura a 1.5m";"21.13";"1";"ºC"
"21/10/2024";"Lluvia";"14.3";"1";"L/m2"
"21/10/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"21/10/2024";"Temperatura media  atura a 1.5m";"17.33";"1";"ºC"
"22/10/2024";"Lluvia";"0.0";"1";"L/m2"
"22/10/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"22/10/2024";"Temperatura media  atura a 1.5m";"15.58";"1";"ºC"
"23/10/2024";"Lluvia";"0.0";"1";"L/m2"
"23/10/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"23/10/2024";"Temperatura media  atura a 1.5m";"17.18";"1";"ºC"
"24/10/2024";"Lluvia";"2.1";"1";"L/m2"
"24/10/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"24/10/2024";"Temperatura media  atura a 1.5m";"17.49";"1";"ºC"
"25/10/2024";"Lluvia";"23.1";"1";"L/m2"
"25/10/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"25/10/2024";"Temperatura media  atura a 1.5m";"12.50";"1";"ºC"
"26/10/2024";"Lluvia";"21.0";"1";"L/m2"
"26/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"26/10/2024";"Temperatura media  atura a 1.5m";"13.35";"1";"ºC"
"27/10/2024";"Lluvia";"0.0";"1";"L/m2"
"27/10/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"27/10/2024";"Temperatura media  atura a 1.5m";"15.42";"1";"ºC"
"28/10/2024";"Lluvia";"0.3";"1";"L/m2"
"28/10/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"28/10/2024";"Temperatura media  atura a 1.5m";"16.36";"1";"ºC"
"29/10/2024";"Lluvia";"0.0";"1";"L/m2"
"29/10/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"29/10/2024";"Temperatura media  atura a 1.5m";"16.27";"1";"ºC"
"30/10/2024";"Lluvia";"0.0";"1";"L/m2"
"30/10/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"30/10/2024";"Temperatura media  atura a 1.5m";"17.94";"1";"ºC"
"31/10/2024";"Lluvia";"0.0";"1";"L/m2"
"31/10/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"31/10/2024";"Temperatura media  atura a 1.5m";"17.23";"1";"ºC"
"01/11/2024";"Lluvia";"0.0";"1";"L/m2"
"01/11/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"01/11/2024";"Temperatura media  atura a 1.5m";"17.50";"1";"ºC"
"02/11/2024";"Lluvia";"0.0";"1";"L/m2"
"02/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"02/11/2024";"Temperatura media  atura a 1.5m";"16.43";"1";"ºC"
